panel,model_year,engine_family,carryover_family,lineage_root,lineage_depth
nonroad,2017,HKBXL.719KCC,DKBXL.719KCC,DKBXL.719KCC,1
nonroad,2018,JYDXL2.19S4N,CYDXL2.19J4N,CYDXL2.19J4N,1
nonroad,2018,JCPXL7.01HPF,HCPXL7.01HPF,FCPXL7.01HPF,3
nonroad,2018,JKHXL2.48TCR,HKHXL2.48TCR,DKHXL2.48TCR,3
nonroad,2018,JHZXL.517M53,,JHZXL.517M53,0
nonroad,2018,JTIEL03.01KD,HTIEL03.01KD,ETIEL03.01KD,4
nonroad,2018,JKBXL.898KCB,DKBXL.898KCB,DKBXL.898KCB,1
nonroad,2018,JKBXL01.5FCC,DKBXL01.5FCC,DKBXL01.5FCC,1
nonroad,2018,JKBXL03.8AAC,GKBXL03.8AAC,GKBXL03.8AAC,1
nonroad,2018,JMMLL02.6N67,DMMLL02.6N67,DMMLL02.6N67,1
nonroad,2018,JKBXL01.5BPD,DKBXL01.5BPD,DKBXL01.5BPD,1
nonroad,2018,JKBXL01.8EMD,FKBXL01.8EMD,FKBXL01.8EMD,1
nonroad,2018,JFPXL03.4CSD,,JFPXL03.4CSD,0
nonroad,2017,HKLXL03.3JDC,,HKLXL03.3JDC,0
nonroad,2018,JKBXL02.6GND,DKBXL02.6GND,DKBXL02.6GND,1
nonroad,2018,JVPXL16.1ACW,HVPXL16.1ACW,CVPXL16.1ACW,6
nonroad,2018,JVPXL16.1BEA,HVPXL16.1BEA,FVPXL16.1BEA,3
nonroad,2018,JMMLL03.5N92,HMMLL03.5N92,HMMLL03.5N92,1
nonroad,2018,JKMCL2.28A47,DKMCL2.28A47,DKMCL2.28A47,1
nonroad,2018,JKBXL01.3DCB,DKBXL01.3DCB,DKBXL01.3DCB,1
nonroad,2018,JFPXL03.4FSD,HFPXL03.4FSD,HFPXL03.4FSD,1
nonroad,2017,HCEXL06.7AAR,,HCEXL06.7AAR,0
nonroad,2018,JMMLL03.5H15,HMMLL03.5H15,HMMLL03.5H15,1
nonroad,2018,JICLL1.50C3X,GICLL1.50C3X,DICLL1.50C3X,4
nonroad,2017,HDZXL15.9058,GDZXL15.9058,FDZXL15.9058,2
nonroad,2018,JDZXL05.7053,HDZXL05.7053,FDZXL05.7053,3
nonroad,2018,JMMLL02.7C49,DMMLL02.7C49,DMMLL02.7C49,1
nonroad,2018,JDZXL07.1027,HDZXL07.1027,CDZXL07.1027,6
nonroad,2018,JDZXL07.1032,HDZXL07.1032,CDZXL07.1032,6
nonroad,2018,JHZXL.722M91,HHZXL.722M91,HHZXL.722M91,1
nonroad,2018,JDICL07.6LEA,HDICL07.6LEA,GDICL07.6LEA,2
nonroad,2018,JDZXL06.1061,HDZXL06.1061,FDZXL06.1061,3
nonroad,2017,HH3XL2.22TF3,FH3XL2.22TF3,DH3XL2.22TF3,3
nonroad,2017,HH3XL1.49FTV,FH3XL1.49FTV,FH3XL1.49FTV,1
nonroad,2017,HH3XL1.13SLV,GH3XL1.13SLV,CH3XL1.13SLV,5
nonroad,2017,HH3XL2.00NCS,GH3XL2.00NCS,CH3XL2.00NCS,5
nonroad,2017,HH3XL.761F2V,HH3XL.761F2V,HH3XL.761F2V,0
nonroad,2017,HY9XL12.7DAA,EY9XL12.7DAA,EY9XL12.7DAA,1
nonroad,2017,HH3XL1.49N3C,GH3XL1.49N3C,CH3XL1.49N3C,5
nonroad,2018,JH3XL1.49N3C,HH3XL1.49N3C,CH3XL1.49N3C,6
nonroad,2018,JKOEL3.24NAX,,JKOEL3.24NAX,0
nonroad,2018,JYDXL1.27NS1,DYDXL1.27NS1,DYDXL1.27NS1,1
nonroad,2018,JFPXL06.7SCB,HFPXL06.7SCB,HFPXL06.7SCB,1
nonroad,2018,JFPXL06.7SCA,HFPXL06.7SCA,HFPXL06.7SCA,1
nonroad,2019,KKBXL02.4E2D,,KKBXL02.4E2D,0
nonroad,2019,KKHXL.442ACF,JKHXL.442ACF,JKHXL.442ACF,1
nonroad,2019,KKBXL03.3E1D,,KKBXL03.3E1D,0
nonroad,2019,KKBXL01.5DPD,,KKBXL01.5DPD,0
nonroad,2019,KJDXL02.9121,DJDXL02.9121,DJDXL02.9121,1
nonroad,2018,JYDXL3.32TDA,HYDXL3.32TDA,HYDXL3.32TDA,1
nonroad,2019,KJDXL13.5103,CJDXL13.5103,CJDXL13.5103,1
nonroad,2019,KYDXL0.99NPA,DYDXL0.99NPA,DYDXL0.99NPA,1
nonroad,2018,JFPXL03.4ASD,HFPXL03.4ASD,HFPXL03.4ASD,1
nonroad,2019,KMVXL03.3AAK,7MVXL03.3AAF,KMVXL03.3AAK,0
nonroad,2019,KFPXL06.7SCB,JFPXL06.7SCB,HFPXL06.7SCB,2
nonroad,2019,KYDXL1.64NGA,EYDXL1.64NGA,EYDXL1.64NGA,1
nonroad,2020,LYDXL2.09NFA,DYDXL2.09NFA,DYDXL2.09NFA,1
nonroad,2019,KYDXL2.19S4N,CYDXL2.19J4N,CYDXL2.19J4N,1
nonroad,2018,JH3XL1.13SLV,HH3XL1.13SLV,CH3XL1.13SLV,6
nonroad,2018,JFPXL03.4CDD,HFPXL03.4CDD,HFPXL03.4CDD,1
nonroad,2018,JFPXL06.7CLA,,JFPXL06.7CLA,0
nonroad,2019,KYDXL1.27NS4,DYDXL1.27NS4,DYDXL1.27NS4,1
nonroad,2018,JYDXL3.32NDB,HYDXL3.32NDB,HYDXL3.32NDB,1
nonroad,2018,JFPXL15.9T4D,HFPXL15.9T4D,HFPXL15.9T4D,1
nonroad,2018,JKMCL1.72A32,FKMCL1.72A32,FKMCL1.72A32,1
nonroad,2018,JFPXL03.4ADD,HFPXL03.4ADD,HFPXL03.4ADD,1
nonroad,2019,KDCLL01.0D5G,GDCLL01.0D5G,CDCLL01.0D5G,2
nonroad,2019,KVPXL16.1ACB,JVPXL16.1ACB,CVPXL16.1ACB,7
nonroad,2019,KDCLL01.8F7T,DDCLL01.8F7T,DDCLL01.8F7T,1
nonroad,2019,KYDXL2.09TGA,HYDXL2.09TGA,HYDXL2.09TGA,1
nonroad,2018,JCPXL78.1NVF,HCPXL78.1NVF,GCPXL78.1NVF,2
nonroad,2019,KDCLL01.6D7G,GDCLL01.6D7G,CDCLL02.2D7G,2
nonroad,2012,CFPXL03.2SCE,BVEXL03.2SCE,CFPXL03.2SCE,0
nonroad,2019,KJCBL04.4TA5,,KJCBL04.4TA5,0
nonroad,2019,KKBXL.719KCC,DKBXL.719KCC,DKBXL.719KCC,1
nonroad,2019,KMMLL02.7C49,DMMLL02.7C49,DMMLL02.7C49,1
nonroad,2019,KDZXL04.8029,HDZXL04.8029,CDZXL04.8029,6
nonroad,2019,KDZXL06.1061,JDZXL06.1061,FDZXL06.1061,4
nonroad,2019,KICLL1.12B3X,GICLL1.12B3X,DICLL1.12B3X,4
nonroad,2019,KKBXL01.7ECB,DKBXL01.7ECB,DKBXL01.7ECB,1
nonroad,2020,LKBXL01.1DCB,DKBXL01.1DCB,DKBXL01.1DCB,1
nonroad,2019,KKBXL02.6END,DKBXL02.6END,DKBXL02.6END,1
nonroad,2019,KMMLL03.5H00,HMMLL03.5H00,HMMLL03.5H00,1
nonroad,2019,KMMLL03.5H15,HMMLL03.5H15,HMMLL03.5H15,1
nonroad,2019,KMMLL02.6C53,HMMLL02.6C53,HMMLL02.6C53,1
nonroad,2018,JCEXL0275AAK,ECEXL0275AAK,CCEXL0275AAK,3
nonroad,2018,JCPXL18.1HXF,HCPXL18.1HXF,CCPXL18.1HXA,6
nonroad,2018,JKLXL06.7AAP,,JKLXL06.7AAP,0
nonroad,2019,KYDXL0.99NSA,DYDXL0.99NS1,DYDXL0.99NS1,1
nonroad,2019,KMVXL33.9BBA,8MVXL33.9BBA,KMVXL33.9BBA,0
nonroad,2019,KMVXL65.4BBA,9MVXL65.4BBA,KMVXL65.4BBA,0
nonroad,2018,JMVXL01.0EDB,GMVXL01.0EDB,GMVXL01.0EDB,1
nonroad,2019,KDZXL05.7052,,KDZXL05.7052,0
nonroad,2016,GSZXL02.2PXB,ESZXL02.2PXB,ESZXL02.2PXB,1
nonroad,2019,KJDXL09.0313,GJDXL09.0313,GJDXL09.0313,1
nonroad,2019,KKLXL11.0DDC,EKLXL11.0DDC,EKLXL11.0DDC,1
nonroad,2019,KKLXL15.2EDC,EKLXL15.2EDC,EKLXL15.2EDC,1
nonroad,2019,KFPXL12.9TDS,HFPXL12.9TDS,HFPXL12.9TDS,1
nonroad,2019,KJDXL09.0301,EJDXL09.0301,EJDXL09.0301,1
nonroad,2020,LCEXL13.0AAA,ECEXL13.0AAA,ECEXL13.0AAA,1
nonroad,2018,JPEXL01.6DV6,,JPEXL01.6DV6,0
nonroad,2019,KLGCL02.5L4A,HLGCL02.5L4A,HLGCL02.5L4A,1
nonroad,2019,KLGCL01.9L3T,JLGCL01.9L3T,FLGCL01.9L3T,3
nonroad,2019,KLGCL01.9L3D,,KLGCL01.9L3D,0
nonroad,2019,KVWXL02.0CPY,DVWXL02.0CPY,DVWXL02.0CPY,1
nonroad,2020,LSZXL03.0PTA,DSZXL03.0PTA,DSZXL03.0PTA,1
nonroad,2020,LYDXL0.99NSB,DYDXL0.99NS1,DYDXL0.99NS1,1
nonroad,2020,LMVXL24.5BBA,9MVXL24.5BBA,LMVXL24.5BBA,0
nonroad,2020,LJDXL04.5119,CJDXL04.5119,CJDXL04.5119,1
nonroad,2020,LJDXL13.5146,EJDXL13.5146,EJDXL13.5146,1
nonroad,2020,LCPXL09.3HPA,KCPXL09.3HPA,JCPXL09.3HPA,2
nonroad,2019,KPKXL07.0VL1,,KPKXL07.0VL1,0
nonroad,2020,LFPXL03.4CDD,HFPXL03.4CDD,HFPXL03.4CDD,1
nonroad,2019,KJCBL04.4TAE,,KJCBL04.4TAE,0
nonroad,2020,LCPXL27.0NZS,KCPXL27.0NZS,CCPXL27.0NZS,8
nonroad,2020,LKBXL.416KCC,GKBXL.416KCC,GKBXL.416KCC,1
nonroad,2020,LKBXL.719KCC,DKBXL.719KCC,DKBXL.719KCC,1
nonroad,2020,LMVXL02.5DAA,8MVXL02.5GGG,LMVXL02.5DAA,0
nonroad,2020,LKBXL01.3DCC,DKBXL01.3DCC,DKBXL01.3DCC,1
nonroad,2020,LKBXL01.5BCC,DKBXL01.5BCC,DKBXL01.5BCC,1
nonroad,2020,LKBXL02.4EMC,FKBXL02.4EMC,FKBXL02.4EMC,1
nonroad,2020,LKBXL02.4G3D,KKBXL02.4G3D,KKBXL02.4G3D,1
nonroad,2020,LVPXL12.8BCA,KVPXL12.8BCA,KVPXL12.8BCA,1
nonroad,2020,LKMCL2.39A45,BKMCL2.39A45,BKMCL2.39A45,1
nonroad,2019,KH3XL1.13F2C,JH3XL1.13F2C,DH3XL1.13F2C,4
nonroad,2020,LCEXL02.8AAD,,LCEXL02.8AAD,0
nonroad,2019,KY9XL16.4DBA,JY9XL16.4DBA,JY9XL16.4DBA,1
nonroad,2019,KY9XL12.7DAA,,KY9XL12.7DAA,0
nonroad,2019,KPKXL04.4MT1,JPKXL04.4MT1,FPKXL04.4MT1,4
nonroad,2020,LICLL1.50C3X,GICLL1.50C3X,DICLL1.50C3X,4
nonroad,2019,KJDXL06.8309,FJDXL06.8309,FJDXL06.8309,1
nonroad,2020,LMMLL02.6T60,JMMLL02.6T60,JMMLL02.6T60,1
nonroad,2020,LMMLL02.7C45,GMMLL02.7C45,GMMLL02.7C45,1
nonroad,2020,LMMLL03.5N95,HMMLL03.5N95,HMMLL03.5N95,1
nonroad,2020,LH3XL2.00N84,KH3XL2.00N84,HH3XL2.00N84,2
nonroad,2019,KDZXL02.9020,,KDZXL02.9020,0
nonroad,2019,KYDXL3.32TDB,HYDXL3.32TDB,HYDXL3.32TDB,1
nonroad,2020,LMMLL02.7D55,KMMLL02.7D65,KMMLL02.7D65,1
nonroad,2020,LMMLL02.1E35,DMMLL02.7C49,DMMLL02.7C49,1
nonroad,2020,LDZXL07.1027,KDZXL07.1027,CDZXL07.1027,7
nonroad,2019,KH3XL2.22TF4,JH3XL2.22TF4,DH3XL2.22TF4,6
nonroad,2020,LMMLL02.7H39,,LMMLL02.7H39,0
nonroad,2019,KKBXL06.1AMD,FKBXL06.1AMD,FKBXL06.1AMD,1
nonroad,2020,LKHXL3.36EST,,LKHXL3.36EST,0
nonroad,2019,KCPXL18.1HTH,JCPXL18.1HTH,GCPXL18.1HTH,3
nonroad,2020,LDZXL02.2111,,LDZXL02.2111,0
nonroad,2020,LDZXL03.6055,JDZXL03.6055,JDZXL03.6055,1
nonroad,2020,LDZXL04.1054,KDZXL04.1054,KDZXL04.1054,1
nonroad,2020,LFTGL03.0R3C,,LFTGL03.0R3C,0
nonroad,2020,LKBXL01.8E1D,KKBXL01.8E1D,KKBXL01.8E1D,1
nonroad,2020,LKHXL1.37SF1,KKHXL1.37SF1,DKHXL1.37SF1,6
nonroad,2020,LPKXL2.22TCC,,LPKXL2.22TCC,0
nonroad,2020,LPKXL04.4MT1,KPKXL04.4MT1,FPKXL04.4MT1,5
nonroad,2020,LAELL3.46ECR,,LAELL3.46ECR,0
nonroad,2020,LLGCL02.5L4T,GLGCL02.5L4T,FLGCL02.5L4T,2
nonroad,2020,LPKXL07.0PW1,KPKXL07.0PW1,EPKXL07.0PW1,6
nonroad,2021,MCEXL02.8AAD,LCEXL02.8AAD,LCEXL02.8AAD,1
nonroad,2021,MCPXL15.2NZS,LCPXL15.2NZS,CCPXL15.2NZS,9
nonroad,2021,MJDXL04.5119,CJDXL04.5119,CJDXL04.5119,1
nonroad,2021,MJDXL02.9142,FJDXL02.9142,FJDXL02.9142,1
nonroad,2021,MJDXL13.5132,CJDXL13.5132,CJDXL13.5132,1
nonroad,2021,MMVXL02.2EAA,DMVXL02.2AAA,DMVXL02.2AAA,1
nonroad,2021,MMVXL02.2EBA,HMVXL02.2EBA,HMVXL02.2EBA,1
nonroad,2021,MJDXL02.9303,EJDXL02.9303,EJDXL02.9303,1
nonroad,2021,MJDXL09.0313,GJDXL09.0313,GJDXL09.0313,1
nonroad,2020,LDICL01.8LEB,KDICL01.8LEB,KDICL01.8LEB,1
nonroad,2018,JCEXL08.9AAK,ECEXL08.9AAK,ECEXL08.9AAK,1
nonroad,2019,KCEXL08.9AAQ,,KCEXL08.9AAQ,0
nonroad,2018,JCEXL08.9AAN,GCEXL08.9AAN,GCEXL08.9AAN,1
nonroad,2021,MLGCL02.5L4A,HLGCL02.5L4A,HLGCL02.5L4A,1
nonroad,2020,LFPXL04.5LBH,JFPXL04.5LBH,JFPXL04.5LBH,1
nonroad,2021,MPKXL01.1LCS,LPKXL1.13LCS,LPKXL1.13LCS,1
nonroad,2020,LYDXL2.09HDA,DYDXL2.09HDA,DYDXL2.09HDA,1
nonroad,2021,MYDXL.993NS2,DYDXL0.99NS2,DYDXL0.99NS2,1
nonroad,2021,MYDXL.993NS3,DYDXL0.99NS3,DYDXL0.99NS3,1
nonroad,2021,MYDXL01.1NPA,JYDXL1.12NPA,JYDXL1.12NPA,1
nonroad,2018,JCEXL019.AAD,DCEXL019.AAD,DCEXL019.AAD,1
nonroad,2020,LFPXL06.7SCA,JFPXL06.7SCA,HFPXL06.7SCA,2
nonroad,2020,LFPXL08.7T4X,,LFPXL08.7T4X,0
nonroad,2020,LYDXL1.57TDA,HYDXL1.57TDA,HYDXL1.57TDA,1
nonroad,2021,MPKXL.507F1V,LPKXL.507F1V,LPKXL.507F1V,1
nonroad,2020,LDCLL01.8HNV,,LDCLL01.8HNV,0
nonroad,2021,MPKXL02.2TD7,LPKXL2.22TD7,LPKXL2.22TD7,1
nonroad,2021,MMMLL03.5H00,HMMLL03.5H00,HMMLL03.5H00,1
nonroad,2021,MMMLL03.5H15,HMMLL03.5H15,HMMLL03.5H15,1
nonroad,2021,MKBXL.719KCB,DKBXL.719KCB,DKBXL.719KCB,1
nonroad,2021,MKBXL.898KAB,LKBXL.898KAB,LKBXL.898KAB,1
nonroad,2021,MKBXL.898KCB,DKBXL.898KCB,DKBXL.898KCB,1
nonroad,2021,MKBXL.898KCC,JKBXL.898KCC,JKBXL.898KCC,1
nonroad,2021,MYDXL03.3TDB,HYDXL3.32TDB,HYDXL3.32TDB,1
nonroad,2021,MDZXL03.1041,CDZXL03.1041,CDZXL03.1041,1
nonroad,2021,MDZXL04.8025,LDZXL04.8025,CDZXL04.8025,8
nonroad,2021,MYDXL01.1S3N,CYDXL1.11U3N,CYDXL1.11U3N,1
nonroad,2021,MYDXL03.3S4T,CYDXL3.32C4T,CYDXL3.32C4T,1
nonroad,2021,MDZXL03.6055,LDZXL03.6055,JDZXL03.6055,2
nonroad,2021,MKBXL03.3EKD,DKBXL03.3EKD,DKBXL03.3EKD,1
nonroad,2021,MKBXL03.8CKD,DKBXL03.8CKD,DKBXL03.8CKD,1
nonroad,2021,MKBXL03.3E1D,KKBXL03.3E1D,KKBXL03.3E1D,1
nonroad,2021,MFPXL03.4FSD,JFPXL03.4FSD,HFPXL03.4FSD,2
nonroad,2021,MSCLL03.6R74,KSCLL03.6R74,KSCLL03.6R74,1
nonroad,2019,KDICL01.8LEA,JDICL01.8LEA,JDICL01.8LEA,1
nonroad,2021,MSIDL06.6I7C,,MSIDL06.6I7C,0
nonroad,2021,MMMLL02.7M40,DMMLL02.7M40,DMMLL02.7M40,1
nonroad,2021,MJDXL04.5304,EJDXL04.5304,EJDXL04.5304,1
nonroad,2021,MAELL3.46ECR,LAELL3.46ECR,LAELL3.46ECR,1
nonroad,2021,MKLXL08.9AAM,HKLXL08.9AAM,HKLXL08.9AAM,1
nonroad,2021,MLHAL12.0SWC,,MLHAL12.0SWC,0
nonroad,2021,MFPXL11.1T4W,HFPXL11.1T4W,HFPXL11.1T4W,1
nonroad,2021,MDZXL02.9118,,MDZXL02.9118,0
nonroad,2021,MDZXL02.9119,,MDZXL02.9119,0
nonroad,2022,NMVXL01.0EDB,GMVXL01.0EDB,GMVXL01.0EDB,1
nonroad,2021,MDZXL06.1049,,MDZXL06.1049,0
nonroad,2021,MSIDL07.4I7C,,MSIDL07.4I7C,0
nonroad,2021,MYDXL01.6NGA,EYDXL1.64NGA,EYDXL1.64NGA,1
nonroad,2021,MFPXL08.7FR1,LFPXL08.7FR1,LFPXL08.7FR1,1
nonroad,2021,MKLXL23.2FDE,,MKLXL23.2FDE,0
nonroad,2021,MJDXL06.8309,FJDXL06.8309,FJDXL06.8309,1
nonroad,2021,MCEXL08.9AAN,GCEXL08.9AAN,GCEXL08.9AAN,1
nonroad,2019,KVPXL16.1ACC,,KVPXL16.1ACC,0
nonroad,2021,MPKXL02.8FL1,LPKXL02.8FL1,LPKXL02.8FL1,1
nonroad,2022,NFPXL06.7CLA,KFPXL06.7CLA,KFPXL06.7CLA,1
nonroad,2021,MFPXL03.4CDD,HFPXL03.4CDD,HFPXL03.4CDD,1
nonroad,2021,MDCLL01.8HTV,LDCLL01.8HTV,LDCLL01.8HTV,1
nonroad,2022,NFPXL03.4BPC,HFPXL03.4BPC,DFPXL03.4BPC,5
nonroad,2022,NFPXL06.7SCA,JFPXL06.7SCA,HFPXL06.7SCA,2
nonroad,2022,NFPXL15.9T4D,JFPXL15.9T4D,HFPXL15.9T4D,2
nonroad,2022,NKBXL.898KCC,JKBXL.898KCC,JKBXL.898KCC,1
nonroad,2022,NJDXL09.0114,CJDXL09.0114,CJDXL09.0114,1
nonroad,2022,NJDXL13.5103,CJDXL13.5103,CJDXL13.5103,1
nonroad,2022,NJDXL13.5146,EJDXL13.5146,EJDXL13.5146,1
nonroad,2022,NHZXL1.46M52,LHZXL1.46M52,LHZXL1.46M52,1
nonroad,2022,NCEXL0275AAK,ECEXL0275AAK,CCEXL0275AAK,3
nonroad,2021,MVPXL16.1CDC,,MVPXL16.1CDC,0
nonroad,2021,MKHXL02.5TCR,,MKHXL02.5TCR,0
nonroad,2022,NJDXL06.8312,GJDXL06.8312,GJDXL06.8312,1
nonroad,2022,NKHXL02.5EST,,NKHXL02.5EST,0
nonroad,2020,LKHXL2.48TCR,,LKHXL2.48TCR,0
nonroad,2021,MKLXL15.2EDD,,MKLXL15.2EDD,0
nonroad,2022,NKBXL01.5BPD,DKBXL01.5BPD,DKBXL01.5BPD,1
nonroad,2022,NYDXL.993NS1,DYDXL0.99NS1,DYDXL0.99NS1,1
nonroad,2022,NYDXL.993NUA,DYDXL0.99NUA,DYDXL0.99NUA,1
nonroad,2022,NKBXL02.4EKD,DKBXL02.4EKD,DKBXL02.4EKD,1
nonroad,2021,MCPXL106.NVG,LCPXL106.NVG,KCPXL106.NVG,2
nonroad,2020,LCEXL030.AAD,CCEXL030.AAD,CCEXL030.AAD,1
nonroad,2014,ECEXL030.AAD,CCEXL030.AAD,CCEXL030.AAD,1
nonroad,2021,MMVXL37.1BBA,7MVXL37.1BBA,MMVXL37.1BBA,0
nonroad,2022,NPKXL04.4MU1,MPKXL04.4MU1,FPKXL04.4MU1,7
nonroad,2022,NKBXL02.6GND,DKBXL02.6GND,DKBXL02.6GND,1
nonroad,2018,J6AXL04.2Z17,,J6AXL04.2Z17,0
nonroad,2022,NKBXL02.6E3D,KKBXL02.6E3D,KKBXL02.6E3D,1
nonroad,2022,NKBXL02.6G3D,KKBXL02.6G3D,KKBXL02.6G3D,1
nonroad,2021,MKMCL2.29A48,FKMCL2.29A48,FKMCL2.29A48,1
nonroad,2022,NKMCL3.41D43,CKMCL3.41D43,CKMCL3.41D43,1
nonroad,2022,NJDXL13.5300,EJDXL13.5300,EJDXL13.5300,1
nonroad,2022,NPKXL01.5N3C,MPKXL01.5N3C,LPKXL1.49N3C,2
nonroad,2022,NJDXL04.5316,JJDXL04.5316,JJDXL04.5316,1
nonroad,2021,MVSXL16.1HPE,,MVSXL16.1HPE,0
nonroad,2022,NMMLL02.1E35,DMMLL02.7C49,DMMLL02.7C49,1
nonroad,2022,NYDXL01.6NDA,HYDXL1.64NDA,HYDXL1.64NDA,1
nonroad,2022,NYDXL02.1TDA,HYDXL2.09TDA,HYDXL2.09TDA,1
nonroad,2022,NMVXL33.9BBA,8MVXL33.9BBA,NMVXL33.9BBA,0
nonroad,2021,MICLL2.43F4I,,MICLL2.43F4I,0
nonroad,2021,MKBXL01.5A1D,LKBXL01.5A1D,LKBXL01.5A1D,1
nonroad,2021,MPKXL02.2IW1,LPKXL2.22IW1,LPKXL2.22IW1,1
nonroad,2021,MCPXL27.0HXF,LCPXL27.0HXF,CCPXL27.0HXA,9
nonroad,2022,NSIDL07.4I7C,MSIDL07.4I7C,MSIDL07.4I7C,1
nonroad,2022,NWEHL52.3EMS,,NWEHL52.3EMS,0
nonroad,2022,NVPXL16.1ACC,LVPXL16.1ACC,LVPXL16.1ACC,1
nonroad,2021,MKOEL4.33TAX,KKOEL4.33TAX,KKOEL4.33TAX,1
nonroad,2022,NKOEL4.33TAX,KKOEL4.33TAX,KKOEL4.33TAX,1
nonroad,2022,NCEXL030.AAD,CCEXL030.AAD,CCEXL030.AAD,1
nonroad,2022,NCPXL09.3HTF,MCPXL09.3HTF,ECPXL09.3HTF,8
nonroad,2022,NCPXL58.6HXG,MCPXL58.6HXG,JCPXL58.6HXG,4
nonroad,2022,NDZXL03.1041,CDZXL03.1041,CDZXL03.1041,1
nonroad,2022,N6AXL04.2Z17,K6AXL04.2Z17,K6AXL04.2Z17,1
nonroad,2022,NKHXL01.4SF1,MKHXL01.4SF1,MKHXL01.4SF1,1
nonroad,2022,NDCLL02.4HTV,LDCLL02.4HTV,LDCLL02.4HTV,1
nonroad,2022,NKBXL.898KCB,DKBXL.898KCB,DKBXL.898KCB,1
nonroad,2022,NMNBL09.0OR4,KMNBL09.0OR4,KMNBL09.0OR4,1
nonroad,2015,FSZXL03.0RXB,,FSZXL03.0RXB,0
nonroad,2016,GSZXL03.0RXB,FSZXL03.0RXB,FSZXL03.0RXB,1
nonroad,2021,MSZXL03.0RXB,FSZXL03.0RXB,FSZXL03.0RXB,1
nonroad,2022,NSZXL03.0RXB,FSZXL03.0RXB,FSZXL03.0RXB,1
nonroad,2022,NSZXL05.2QXA,ESZXL05.2QXA,ESZXL05.2QXA,1
nonroad,2022,NYDXL01.6S3A,CYDXL1.64J3N,CYDXL1.64J3N,1
nonroad,2015,FSZXL05.2RXA,,FSZXL05.2RXA,0
nonroad,2018,JSZXL05.2RXA,FSZXL05.2RXA,FSZXL05.2RXA,1
nonroad,2017,HSZXL05.2RXB,FSZXL05.2RXB,FSZXL05.2RXB,1
nonroad,2018,JSZXL05.2RXB,FSZXL05.2RXB,FSZXL05.2RXB,1
nonroad,2020,LSZXL05.2RXB,FSZXL05.2RXB,FSZXL05.2RXB,1
nonroad,2023,PMVXL49.0BBA,7MVXL49.0BBA,PMVXL49.0BBA,0
nonroad,2023,PDZXL07.1032,NDZXL07.1032,CDZXL07.1032,10
nonroad,2023,PCPXL27.0NZS,NCPXL27.0NZS,CCPXL27.0NZS,11
nonroad,2022,NKLXL03.3JDB,DKLXL03.3JDB,DKLXL03.3JDB,1
nonroad,2022,NJDXL04.5317,,NJDXL04.5317,0
nonroad,2023,PKLXL06.7AAP,HKLXL06.7AAP,HKLXL06.7AAP,1
nonroad,2023,PSZXL03.0RXA,FSZXL03.0RXA,FSZXL03.0RXA,1
nonroad,2022,NPKXL02.8FL1,MPKXL02.8FL1,LPKXL02.8FL1,2
nonroad,2023,PKLXL06.7AAM,HKLXL06.7AAM,HKLXL06.7AAM,1
nonroad,2023,PCEXL13.0AAA,ECEXL13.0AAA,ECEXL13.0AAA,1
nonroad,2023,PPKXL04.4NR1,NPKXL04.4NR1,FPKXL04.4NR1,8
nonroad,2022,NKBXL.719KCB,DKBXL.719KCB,DKBXL.719KCB,1
nonroad,2023,PKBXL01.3DCC,DKBXL01.3DCC,DKBXL01.3DCC,1
nonroad,2023,PKBXL01.5FCC,DKBXL01.5FCC,DKBXL01.5FCC,1
nonroad,2023,PKBXL01.5BPD,DKBXL01.5BPD,DKBXL01.5BPD,1
nonroad,2023,PPKXL.507F1V,NPKXL.507F1V,LPKXL.507F1V,3
nonroad,2023,PYDXL.320H1N,FYDXL0.32H1N,FYDXL0.32H1N,1
nonroad,2023,PCPXL58.6NXV,NCPXL58.6NXV,LCPXL58.6NXV,3
nonroad,2023,PKBXL02.4EMD,FKBXL02.4EMD,FKBXL02.4EMD,1
nonroad,2023,PKBXL02.4E1D,KKBXL02.4E1D,KKBXL02.4E1D,1
nonroad,2023,PFPXL06.7DGS,JFPXL06.7DGS,JFPXL06.7DGS,1
nonroad,2022,NLGCL02.5L4A,HLGCL02.5L4A,HLGCL02.5L4A,1
nonroad,2022,NKHXL03.4TDS,,NKHXL03.4TDS,0
nonroad,2023,PFPXL06.7LIM,KFPXL06.7LIM,KFPXL06.7LIM,1
nonroad,2023,PMDDL14.0ZWK,AMDDL14.0GWK,PMDDL14.0ZWK,0
nonroad,2023,PKBXL03.8CMD,GKBXL03.8CMD,GKBXL03.8CMD,1
nonroad,2023,PLGCL01.9L3T,JLGCL01.9L3T,FLGCL01.9L3T,3
nonroad,2023,PLGCL02.5L4T,GLGCL02.5L4T,FLGCL02.5L4T,2
nonroad,2022,NLHAL10.5SQC,ELHAL10.5SQC,ELHAL10.5SQC,1
nonroad,2022,NVSXL10.8STV,,NVSXL10.8STV,0
nonroad,2022,NYDXL01.3NPB,KYDXL1.27NPB,KYDXL1.27NPB,1
nonroad,2023,PDZXL03.1041,CDZXL03.1041,CDZXL03.1041,1
nonroad,2023,PVPXL16.1ADA,NVPXL16.1ADA,KVPXL16.1ADA,4
nonroad,2023,PMNBL09.0OR4,KMNBL09.0OR4,KMNBL09.0OR4,1
nonroad,2023,PKOEL1.09NAX,NKOEL1.09NAX,NKOEL1.09NAX,1
