panel,model_year,engine_family,carryover_family,lineage_root,lineage_depth
nonroad,2018,JSIDL03.3G7B,HSIDL03.3G7B,HSIDL03.3G7B,1
nonroad,2018,JDCLL01.6D87,FDCLL01.6D87,FDCLL01.6D87,1
nonroad,2018,JKBXL01.7ECB,DKBXL01.7ECB,DKBXL01.7ECB,1
nonroad,2017,HVSXL12.8T4F,,HVSXL12.8T4F,0
nonroad,2019,KKBXL02.2RCB,DKBXL02.2RCB,DKBXL02.2RCB,1
nonroad,2018,JKBXL03.6BAC,GKBXL03.6BAC,GKBXL03.6BAC,1
nonroad,2018,JMMLL02.6N52,DMMLL02.6N52,DMMLL02.6N52,1
nonroad,2018,JMMLL02.6N59,DMMLL02.6N59,DMMLL02.6N59,1
nonroad,2018,JVPXL16.1ACG,HVPXL16.1ACG,CVPXL16.1ACG,6
nonroad,2018,JKBXL03.3EKD,DKBXL03.3EKD,DKBXL03.3EKD,1
nonroad,2017,HKLXL06.7AAM,,HKLXL06.7AAM,0
nonroad,2018,JKMCL2.28A46,DKMCL2.28A46,DKMCL2.28A46,1
nonroad,2018,JKMCL3.41D43,CKMCL3.41D43,CKMCL3.41D43,1
nonroad,2017,HVSXL16.1T4F,,HVSXL16.1T4F,0
nonroad,2017,HKLXL06.7AAP,,HKLXL06.7AAP,0
nonroad,2017,HMDDL57.2XTM,FMDDL95.4XTM,FMDDL95.4XTM,1
nonroad,2018,JMVXL02.2EBA,HMVXL02.2EBA,HMVXL02.2EBA,1
nonroad,2018,JSCLL03.6C74,ESCLL02.6C74,ESCLL02.6C74,1
nonroad,2017,HFPXL03.4FSD,,HFPXL03.4FSD,0
nonroad,2018,JDZXL07.8046,HDZXL07.8046,FDZXL07.8046,3
nonroad,2018,JDZXL07.1031,HDZXL07.1031,CDZXL07.1031,6
nonroad,2018,JH3XL2.22NLT,HH3XL2.22NLT,CH3XL2.22NLT,6
nonroad,2018,JH3XL2.22NFV,GH3XL2.22NFV,GH3XL2.22NFV,1
nonroad,2018,JH3XL1.49F2C,FH3XL1.49F2C,DH3XL1.49F2C,3
nonroad,2018,JDICL02.4LEA,HDICL02.4LEA,FDICL02.4LEA,3
nonroad,2017,HPKXL07.0BN1,GPKXL07.0BN1,EPKXL07.0BN1,3
nonroad,2017,HH3XL2.22NFV,GH3XL2.22NFV,GH3XL2.22NFV,1
nonroad,2017,HCPXL58.6HXF,GCPXL58.6HXF,FCPXL58.6HXF,2
nonroad,2017,HYDXL3.05HDA,,HYDXL3.05HDA,0
nonroad,2017,HCPXL12.5HTF,GCPXL12.5HTF,ECPXL12.5HTF,3
nonroad,2018,JDZXL02.9016,,JDZXL02.9016,0
nonroad,2018,JFGXL3.85E0V,,JFGXL3.85E0V,0
nonroad,2018,JFJAL2.545GN,,JFJAL2.545GN,0
nonroad,2018,JYDXL1.27NS2,DYDXL1.27NS2,DYDXL1.27NS2,1
nonroad,2018,JJCBL04.4TA5,,JJCBL04.4TA5,0
nonroad,2018,JYDXL0.99NSB,DYDXL0.99NS1,DYDXL0.99NS1,1
nonroad,2018,JMDDL40.1GNR,GMDDL40.1GNR,FMDDL40.1GNR,2
nonroad,2017,HFPXL12.9TDS,,HFPXL12.9TDS,0
nonroad,2018,JDCLL01.8F7T,DDCLL01.8F7T,DDCLL01.8F7T,1
nonroad,2018,JMNBL12.4OR4,HMNBL12.4OR4,GMNBL12.4OR4,2
nonroad,2019,KHZXL.517M52,JHZXL.517M52,JHZXL.517M52,1
nonroad,2019,KHZXL.667M81,JHZXL.667M81,HHZXL.667M81,2
nonroad,2019,KHZXL1.72M41,JHZXL1.72M41,EHZXL1.72M41,5
nonroad,2019,KKBXL03.3E2D,,KKBXL03.3E2D,0
nonroad,2018,JCPXL58.6HXF,HCPXL58.6HXF,FCPXL58.6HXF,3
nonroad,2018,JKLXL30.5GDC,,JKLXL30.5GDC,0
nonroad,2018,JHZXL1.95C50,GHZXL1.95C50,FHZXL1.95C50,2
nonroad,2018,JMDDL76.3XTM,FMDDL95.4XTM,FMDDL95.4XTM,1
nonroad,2018,JKLXL23.2FDD,,JKLXL23.2FDD,0
nonroad,2018,JH3XL1.49F2V,HH3XL1.49F2V,FH3XL1.49F2V,2
nonroad,2018,JCEXL023.AAB,CCEXL023.AAB,CCEXL023.AAB,1
nonroad,2019,KPKXL04.4MK1,JPKXL04.4MK1,FPKXL04.4MK1,4
nonroad,2019,KSIDL03.3G7B,JSIDL03.3G7B,HSIDL03.3G7B,2
nonroad,2019,KJDXL04.5141,CJDXL04.5141,CJDXL04.5141,1
nonroad,2019,KCPXL106.NZS,JCPXL106.NZS,CCPXL106.NZS,7
nonroad,2019,KCPXL32.0NZS,JCPXL32.0NZS,CCPXL32.0NZS,7
nonroad,2019,KJDXL13.5146,EJDXL13.5146,EJDXL13.5146,1
nonroad,2019,KJDXL13.5132,CJDXL13.5132,CJDXL13.5132,1
nonroad,2018,JKBXL01.5BCB,DKBXL01.5BCB,DKBXL01.5BCB,1
nonroad,2019,KYDXL0.44H1N,FYDXL0.44H1N,FYDXL0.44H1N,1
nonroad,2019,KYDXL0.99NS1,DYDXL0.99NS1,DYDXL0.99NS1,1
nonroad,2019,KYDXL0.99NS3,DYDXL0.99NS3,DYDXL0.99NS3,1
nonroad,2019,KH3XL1.66J2V,,KH3XL1.66J2V,0
nonroad,2019,KH3XL1.13J2V,JH3XL1.13J2V,JH3XL1.13J2V,1
nonroad,2018,JMBXL15.6RJA,,JMBXL15.6RJA,0
nonroad,2018,JFPXL03.4BDC,HFPXL03.4BDC,DFPXL03.4BDC,5
nonroad,2019,KDZXL04.1056,JDZXL04.1056,JDZXL04.1056,1
nonroad,2018,JFPXL03.4CDC,HFPXL03.4CDC,DFPXL03.4CDC,5
nonroad,2019,KFPXL03.4BDC,JFPXL03.4BDC,DFPXL03.4BDC,6
nonroad,2019,KMDDL21.0ZWR,AMDDL21.0GWR,KMDDL21.0ZWR,0
nonroad,2018,JYDXL3.32TGA,HYDXL3.32TGA,HYDXL3.32TGA,1
nonroad,2019,KVSXL10.8T4F,EVSXL10.8T4F,EVSXL10.8T4F,1
nonroad,2019,KDCLL01.8FTG,,KDCLL01.8FTG,0
nonroad,2019,KDCLL02.4FTG,,KDCLL02.4FTG,0
nonroad,2019,KYDXL2.19NFB,,KYDXL2.19NFB,0
nonroad,2019,KDZXL15.9058,GDZXL15.9058,FDZXL15.9058,2
nonroad,2019,KKBXL.416KCB,DKBXL.416KCB,DKBXL.416KCB,1
nonroad,2019,KMMLL02.7C45,GMMLL02.7C45,GMMLL02.7C45,1
nonroad,2019,KKBXL01.5BCC,DKBXL01.5BCC,DKBXL01.5BCC,1
nonroad,2019,KKBXL02.4EMD,FKBXL02.4EMD,FKBXL02.4EMD,1
nonroad,2019,KKBXL02.6GND,DKBXL02.6GND,DKBXL02.6GND,1
nonroad,2019,KMMLL02.6M73,HMMLL02.6M73,HMMLL02.6M73,1
nonroad,2019,KMMLL03.5N85,HMMLL03.5N85,HMMLL03.5N85,1
nonroad,2019,KMMLL02.6T70,JMMLL02.6T70,JMMLL02.6T70,1
nonroad,2019,KYDXL3.32NDA,HYDXL3.32NDA,HYDXL3.32NDA,1
nonroad,2019,KYDXL1.27TPA,,KYDXL1.27TPA,0
nonroad,2019,KKLXL23.2FDD,JKLXL23.2FDD,JKLXL23.2FDD,1
nonroad,2019,KKLXL03.3JDB,DKLXL03.3JDB,DKLXL03.3JDB,1
nonroad,2019,KMVXL24.5BBA,9MVXL24.5BBA,KMVXL24.5BBA,0
nonroad,2018,JMVXL01.3EDB,GMVXL01.3EDB,GMVXL01.3EDB,1
nonroad,2019,KMVXL01.0EDB,GMVXL01.0EDB,GMVXL01.0EDB,1
nonroad,2018,JCPXL32.0HXG,HCPXL32.0HXG,FCPXL32.0HXG,3
nonroad,2019,KPEXL01.6DV6,JPEXL01.6DV6,JPEXL01.6DV6,1
nonroad,2018,JCPXL106.NVF,HCPXL106.NVF,HCPXL106.NVF,1
nonroad,2018,JCPXL18.1HTF,HCPXL18.1HTF,ECPXL18.1HTF,4
nonroad,2019,KH3XL2.22TD7,,KH3XL2.22TD7,0
nonroad,2014,ESZXL02.2PXB,,ESZXL02.2PXB,0
nonroad,2017,HSZXL02.2ZTB,ESZXL02.2ZTB,ESZXL02.2ZTB,1
nonroad,2016,GSZXL02.2ZTB,ESZXL02.2ZTB,ESZXL02.2ZTB,1
nonroad,2017,HSZXL03.0PTA,DSZXL03.0PTA,DSZXL03.0PTA,1
nonroad,2014,ESZXL02.2ZTB,,ESZXL02.2ZTB,0
nonroad,2013,DSZXL03.0PTA,,DSZXL03.0PTA,0
nonroad,2019,KVSXL12.8T4F,,KVSXL12.8T4F,0
nonroad,2019,KJDXL04.5315,FJDXL04.5305,FJDXL04.5305,1
nonroad,2019,KKHXL.349ACF,,KKHXL.349ACF,0
nonroad,2020,LKBXL02.23CB,,LKBXL02.23CB,0
nonroad,2019,KYDXL1.57TDA,HYDXL1.57TDA,HYDXL1.57TDA,1
nonroad,2020,LMBXL07.2RJC,FMBXL07.2RJC,FMBXL07.2RJC,1
nonroad,2019,KCPXL78.1NSF,JCPXL78.1NSF,FCPXL78.1NSF,4
nonroad,2019,KLGCL01.9L3C,HLGCL01.9L3C,FLGCL01.9L3C,3
nonroad,2019,KLGCL02.5L4T,GLGCL02.5L4T,FLGCL02.5L4T,2
nonroad,2020,LYDXL1.27TPA,,LYDXL1.27TPA,0
nonroad,2020,LYDXL0.99NSA,DYDXL0.99NS1,DYDXL0.99NS1,1
nonroad,2020,LYDXL0.99NUA,DYDXL0.99NUA,DYDXL0.99NUA,1
nonroad,2020,LYDXL0.44H1N,FYDXL0.44H1N,FYDXL0.44H1N,1
nonroad,2020,LJDXL02.9142,FJDXL02.9142,FJDXL02.9142,1
nonroad,2020,LFPXL10.3TR3,JFPXL10.3TR3,JFPXL10.3TR3,1
nonroad,2020,LJDXL09.0313,GJDXL09.0313,GJDXL09.0313,1
nonroad,2020,LJDXL04.5311,GJDXL04.5311,GJDXL04.5311,1
nonroad,2020,LJDXL02.9303,EJDXL02.9303,EJDXL02.9303,1
nonroad,2020,LKBXL.276KCB,DKBXL.276KCB,DKBXL.276KCB,1
nonroad,2020,LMVXL02.5LLL,7MVXL02.5EEE,LMVXL02.5LLL,0
nonroad,2019,KMMLL02.7D45,DMMLL02.7M40,DMMLL02.7M40,1
nonroad,2020,LKBXL01.7ECB,DKBXL01.7ECB,DKBXL01.7ECB,1
nonroad,2020,LKBXL01.73CB,JKBXL01.73CB,JKBXL01.73CB,1
nonroad,2020,LKBXL02.2FCC,CKBXL02.2FCC,CKBXL02.2FCC,1
nonroad,2019,KKLXL06.7AAP,HKLXL06.7AAP,HKLXL06.7AAP,1
nonroad,2020,LKBXL02.4EMD,FKBXL02.4EMD,FKBXL02.4EMD,1
nonroad,2020,LKBXL02.4E1D,KKBXL02.4E1D,KKBXL02.4E1D,1
nonroad,2020,LYDXL1.64NDA,HYDXL1.64NDA,HYDXL1.64NDA,1
nonroad,2020,LTIEL01.81ZS,KTIEL01.81ZS,ETIEL01.81ZS,6
nonroad,2020,LTIEL03.01KD,KTIEL03.01KD,ETIEL03.01KD,6
nonroad,2020,LKBXL02.6E2D,KKBXL02.6E2D,KKBXL02.6E2D,1
nonroad,2020,LKBXL03.8CKD,DKBXL03.8CKD,DKBXL03.8CKD,1
nonroad,2020,LYDXL3.32NDB,HYDXL3.32NDB,HYDXL3.32NDB,1
nonroad,2020,LKBXL02.431D,,LKBXL02.431D,0
nonroad,2019,KCPXL106.NVF,JCPXL106.NVF,HCPXL106.NVF,2
nonroad,2020,LKMCL2.28A46,DKMCL2.28A46,DKMCL2.28A46,1
nonroad,2019,KH3XL1.49F2V,JH3XL1.49F2V,FH3XL1.49F2V,3
nonroad,2020,LFPXL03.4FSD,JFPXL03.4FSD,HFPXL03.4FSD,2
nonroad,2020,LKBXL02.2RCB,DKBXL02.2RCB,DKBXL02.2RCB,1
nonroad,2020,LICLL1.12B3X,GICLL1.12B3X,DICLL1.12B3X,4
nonroad,2021,MYDXL0.99NWB,HYDXL0.99NWB,HYDXL0.99NWB,1
nonroad,2020,LMMLL02.6M63,HMMLL02.6M63,HMMLL02.6M63,1
nonroad,2019,KCPXL58.6HXG,JCPXL58.6HXG,JCPXL58.6HXG,1
nonroad,2020,LMMLL02.6T70,JMMLL02.6T70,JMMLL02.6T70,1
nonroad,2020,LMMLL02.7M40,DMMLL02.7M40,DMMLL02.7M40,1
nonroad,2020,LMDDL21.0ZWR,AMDDL21.0GWR,LMDDL21.0ZWR,0
nonroad,2019,KDZXL02.9034,,KDZXL02.9034,0
nonroad,2020,LYDXL3.05HDA,,LYDXL3.05HDA,0
nonroad,2020,LH3XL1.13F2V,KH3XL1.13F2V,DH3XL1.13F2V,5
nonroad,2020,LH3XL1.49F2V,KH3XL1.49F2V,FH3XL1.49F2V,4
nonroad,2020,LH3XL1.13LCS,KH3XL1.13LCS,CH3XL1.13LCS,8
nonroad,2020,LH3XL2.22NLC,KH3XL2.22NLC,CH3XL2.22NLC,8
nonroad,2019,KCPXL18.1HXF,JCPXL18.1HXF,CCPXL18.1HXA,7
nonroad,2020,LYDXL3.32TDB,HYDXL3.32TDB,HYDXL3.32TDB,1
nonroad,2019,KYDXL3.32TDA,HYDXL3.32TDA,HYDXL3.32TDA,1
nonroad,2020,LDZXL07.1031,KDZXL07.1031,CDZXL07.1031,7
nonroad,2020,LDZXL07.8047,KDZXL07.8047,KDZXL07.8047,1
nonroad,2020,LDCLL01.6D7G,GDCLL01.6D7G,CDCLL02.2D7G,2
nonroad,2019,KCPXL32.0HXG,JCPXL32.0HXG,FCPXL32.0HXG,4
nonroad,2019,KCPXL32.0HXF,JCPXL32.0HXF,CCPXL32.0HXA,7
nonroad,2020,LKHXL2.48ESM,,LKHXL2.48ESM,0
nonroad,2019,KJCBL04.4S09,HJCBL04.4S09,GJCBL04.4S09,2
nonroad,2019,KCPXL58.6HXF,JCPXL58.6HXF,FCPXL58.6HXF,4
nonroad,2020,LJDXL06.8302,,LJDXL06.8302,0
nonroad,2020,LCPXL18.1HXF,KCPXL18.1HXF,CCPXL18.1HXA,8
nonroad,2019,KCPXL78.1NZS,JCPXL78.1NZS,CCPXL78.1NZS,7
nonroad,2021,MHZXL.722M92,,MHZXL.722M92,0
nonroad,2020,LDZXL06.1050,JDZXL06.1050,JDZXL06.1050,1
nonroad,2020,LCPXL58.6HXG,KCPXL58.6HXG,JCPXL58.6HXG,2
nonroad,2020,LPKXL2.22IR1,,LPKXL2.22IR1,0
nonroad,2020,LYDXL3.32NDA,HYDXL3.32NDA,HYDXL3.32NDA,1
nonroad,2020,LDZXL02.2110,,LDZXL02.2110,0
nonroad,2020,LKLXL03.3JDC,JKLXL03.3JDC,JKLXL03.3JDC,1
nonroad,2020,LMNBL15.3OR4,KMNBL15.3OR4,KMNBL15.3OR4,1
nonroad,2020,LKMCL2.29A41,FKMCL2.29A41,FKMCL2.29A41,1
nonroad,2021,MCEXL15.0AAN,,MCEXL15.0AAN,0
nonroad,2020,LKLXL23.2FDD,GKLXL23.2FDD,GKLXL23.2FDD,1
nonroad,2020,LDCLL01.6D87,FDCLL01.6D87,FDCLL01.6D87,1
nonroad,2020,LCEXL0275AAK,ECEXL0275AAK,CCEXL0275AAK,3
nonroad,2021,MFPXL08.7TR3,JFPXL08.7TR3,HFPXL08.7TR3,2
nonroad,2021,MCPXL27.0NZS,LCPXL27.0NZS,CCPXL27.0NZS,9
nonroad,2020,LTTVL02.9WMS,,LTTVL02.9WMS,0
nonroad,2020,LCPXL58.6HXF,KCPXL58.6HXF,FCPXL58.6HXF,5
nonroad,2021,MFPXL12.9IGR,JFPXL12.9IGR,JFPXL12.9IGR,1
nonroad,2021,MSZXL02.2ZTA,FSZXL02.2ZTA,FSZXL02.2ZTA,1
nonroad,2021,MJDXL02.9121,DJDXL02.9121,DJDXL02.9121,1
nonroad,2021,MMVXL01.0EDB,GMVXL01.0EDB,GMVXL01.0EDB,1
nonroad,2020,LPKXL03.6FW1,,LPKXL03.6FW1,0
nonroad,2020,LKLXL08.9AAM,HKLXL08.9AAM,HKLXL08.9AAM,1
nonroad,2020,LCEXL019.AAD,DCEXL019.AAD,DCEXL019.AAD,1
nonroad,2020,LKBXL03.3E1D,KKBXL03.3E1D,KKBXL03.3E1D,1
nonroad,2020,LY9XL09.3DAA,,LY9XL09.3DAA,0
nonroad,2021,MKHXL01.9DIM,,MKHXL01.9DIM,0
nonroad,2020,LJCBL04.8S12,HJCBL04.8S12,HJCBL04.8S12,1
nonroad,2017,HCEXL08.9AAN,GCEXL08.9AAN,GCEXL08.9AAN,1
nonroad,2021,MCEXL0540AAB,FCEXL0540AAB,CCEXL0540AAB,2
nonroad,2021,MPKXL02.2NLC,LPKXL2.22NLC,LPKXL2.22NLC,1
nonroad,2021,MMMLL02.6M73,HMMLL02.6M73,HMMLL02.6M73,1
nonroad,2021,MMMLL02.6T60,JMMLL02.6T60,JMMLL02.6T60,1
nonroad,2021,MYDXL.569NXA,DYDXL0.57NXA,DYDXL0.57NXA,1
nonroad,2016,GCEXL019.AAD,,GCEXL019.AAD,0
nonroad,2021,MMMLL02.7H42,DMMLL02.7C49,DMMLL02.7C49,1
nonroad,2021,MMMLL02.7H39,DMMLL02.7M40,DMMLL02.7M40,1
nonroad,2021,MPKXL04.4NP1,LPKXL04.4NP1,FPKXL04.4NP1,6
nonroad,2021,MMMLL02.7C38,EMMLL02.7C38,EMMLL02.7C38,1
nonroad,2018,JYDXL1.64NKA,DYDXL1.64NKA,DYDXL1.64NKA,1
nonroad,2019,KYDXL1.64NKA,DYDXL1.64NKA,DYDXL1.64NKA,1
nonroad,2020,LYDXL1.64NKA,DYDXL1.64NKA,DYDXL1.64NKA,1
nonroad,2021,MKBXL01.3DCC,DKBXL01.3DCC,DKBXL01.3DCC,1
nonroad,2021,MYDXL03.3TGA,HYDXL3.32TGA,HYDXL3.32TGA,1
nonroad,2021,MYDXL02.0S4T,CYDXL2.00J4T,CYDXL2.00J4T,1
nonroad,2021,MYDXL02.2NFB,,MYDXL02.2NFB,0
nonroad,2021,MDZXL04.8029,LDZXL04.8029,CDZXL04.8029,8
nonroad,2020,LDZXL02.9020,,LDZXL02.9020,0
nonroad,2021,MKBXL01.5BPD,DKBXL01.5BPD,DKBXL01.5BPD,1
nonroad,2021,MKBXL01.5FCC,DKBXL01.5FCC,DKBXL01.5FCC,1
nonroad,2021,MKBXL01.7ECB,DKBXL01.7ECB,DKBXL01.7ECB,1
nonroad,2021,MKBXL02.4EKD,DKBXL02.4EKD,DKBXL02.4EKD,1
nonroad,2021,MKBXL02.4E1D,KKBXL02.4E1D,KKBXL02.4E1D,1
nonroad,2021,MKBXL02.4E3D,KKBXL02.4E3D,KKBXL02.4E3D,1
nonroad,2021,MDCLL01.0D5G,GDCLL01.0D5G,CDCLL01.0D5G,2
nonroad,2021,MFPXL03.4ASD,JFPXL03.4ASD,HFPXL03.4ASD,2
nonroad,2021,MKMCL2.39A45,BKMCL2.39A45,BKMCL2.39A45,1
nonroad,2021,MDICL07.6LEA,LDICL07.6LEA,GDICL07.6LEA,5
nonroad,2021,MDICL05.8LEB,,MDICL05.8LEB,0
nonroad,2021,MFPXL06.7LIM,KFPXL06.7LIM,KFPXL06.7LIM,1
nonroad,2020,LCPXL106.NVG,KCPXL106.NVG,KCPXL106.NVG,1
nonroad,2020,LMDDL95.4GTZ,,LMDDL95.4GTZ,0
nonroad,2020,LCPXL18.1HTF,KCPXL18.1HTF,ECPXL18.1HTF,6
nonroad,2020,LCPXL15.2HTF,KCPXL15.2HTF,ECPXL15.2HTF,6
nonroad,2020,LCPXL09.3HTF,KCPXL09.3HTF,ECPXL09.3HTF,6
nonroad,2020,LCPXL32.0HXF,KCPXL32.0HXF,CCPXL32.0HXA,8
nonroad,2020,LCPXL32.0HXG,KCPXL32.0HXG,FCPXL32.0HXG,5
nonroad,2020,LCPXL27.0HXF,KCPXL27.0HXF,CCPXL27.0HXA,8
nonroad,2018,JDICL01.8LEA,,JDICL01.8LEA,0
nonroad,2021,MJCBL04.4TA5,LJCBL04.4TA5,LJCBL04.4TA5,1
nonroad,2021,MDCLL02.4HIV,,MDCLL02.4HIV,0
nonroad,2021,MFGXL3.85ED0,JFGXL3.85ED0,JFGXL3.85ED0,1
nonroad,2021,MJDXL13.5320,,MJDXL13.5320,0
nonroad,2021,MSIDL06.6G6D,,MSIDL06.6G6D,0
nonroad,2021,MMBXL04.8RJC,FMBXL04.8RJC,FMBXL04.8RJC,1
nonroad,2021,MMBXL07.2RJC,FMBXL07.2RJC,FMBXL07.2RJC,1
nonroad,2022,NCPXL45.8NZS,,NCPXL45.8NZS,0
nonroad,2021,MDZXL03.6122,,MDZXL03.6122,0
nonroad,2022,NMVXL0.64EBA,LMVXL0.64EBA,LMVXL0.64EBA,1
nonroad,2022,NFPXL06.7DGB,JFPXL06.7DGB,JFPXL06.7DGB,1
nonroad,2021,MKBXL02.4G3D,KKBXL02.4G3D,KKBXL02.4G3D,1
nonroad,2021,MDZXL07.8047,,MDZXL07.8047,0
nonroad,2021,MYDXL04.6HDA,,MYDXL04.6HDA,0
nonroad,2018,JVPXL16.1CDC,,JVPXL16.1CDC,0
nonroad,2017,HVPXL16.1CDC,,HVPXL16.1CDC,0
nonroad,2021,MJCBL04.8S12,HJCBL04.8S12,HJCBL04.8S12,1
nonroad,2021,MFPXL08.7T4X,,MFPXL08.7T4X,0
nonroad,2021,MCPXL15.2NYS,LCPXL15.2NYS,CCPXL15.2NYS,9
nonroad,2021,MVPXL16.1ACC,,MVPXL16.1ACC,0
nonroad,2021,MKLXL30.5GDC,JKLXL30.5GDC,JKLXL30.5GDC,1
nonroad,2021,MY9XL16.4DAA,LY9XL16.4DAA,KY9XL16.4DAA,2
nonroad,2022,NCEXL0540AAB,FCEXL0540AAB,CCEXL0540AAB,2
nonroad,2021,MPKXL07.0BN1,LPKXL07.0BN1,EPKXL07.0BN1,7
nonroad,2021,MDCLL01.8HNV,LDCLL01.8HNV,LDCLL01.8HNV,1
nonroad,2021,MPKXL04.4SU1,LPKXL04.4SU1,LPKXL04.4SU1,1
nonroad,2021,MPKXL07.0VL4,LPKXL07.0VL4,LPKXL07.0VL4,1
nonroad,2021,MDZXL07.8046,,MDZXL07.8046,0
nonroad,2022,NJCBL03.0NF5,,NJCBL03.0NF5,0
nonroad,2022,NJDXL04.5214,DJDXL04.5214,DJDXL04.5214,1
nonroad,2022,NKBXL01.5BCC,DKBXL01.5BCC,DKBXL01.5BCC,1
nonroad,2022,NHZXL.517M54,MHZXL.517M54,MHZXL.517M54,1
nonroad,2022,NFPXL08.7T4X,MFPXL08.7T4X,MFPXL08.7T4X,1
nonroad,2021,MMNBL16.2VGT,,MMNBL16.2VGT,0
nonroad,2021,MDZXL05.7052,LDZXL05.7052,LDZXL05.7052,1
nonroad,2022,NJDXL09.0313,GJDXL09.0313,GJDXL09.0313,1
nonroad,2022,NKHXL01.9DIM,,NKHXL01.9DIM,0
nonroad,2022,NFPXL03.4DES,LFPXL03.4DES,LFPXL03.4DES,1
nonroad,2022,NKBXL02.4EMD,FKBXL02.4EMD,FKBXL02.4EMD,1
nonroad,2022,NPKXL04.4NL1,MPKXL04.4NL1,CPKXL04.4NL1,10
nonroad,2022,NYDXL01.3TPA,JYDXL1.27TPA,JYDXL1.27TPA,1
nonroad,2022,NKBXL01.8E1D,KKBXL01.8E1D,KKBXL01.8E1D,1
nonroad,2022,NKBXL02.2RCB,DKBXL02.2RCB,DKBXL02.2RCB,1
nonroad,2022,NKBXL.719NCB,EKBXL.719NCB,DKBXL.719NCB,2
nonroad,2022,NYDXL01.3NSA,DYDXL1.27NS1,DYDXL1.27NS1,1
nonroad,2022,NKBXL02.6EKD,DKBXL02.6EKD,DKBXL02.6EKD,1
nonroad,2022,NKBXL03.3EKD,DKBXL03.3EKD,DKBXL03.3EKD,1
nonroad,2022,NFTGL03.0R3C,LFTGL03.0R3C,LFTGL03.0R3C,1
nonroad,2022,NYDXL03.3TDB,HYDXL3.32TDB,HYDXL3.32TDB,1
nonroad,2022,NKBXL03.3E2D,KKBXL03.3E2D,KKBXL03.3E2D,1
nonroad,2022,NPKXL.507F1V,MPKXL.507F1V,LPKXL.507F1V,2
nonroad,2021,MMVXL33.9BBA,8MVXL33.9BBA,MMVXL33.9BBA,0
nonroad,2022,NPKXL01.1F2V,MPKXL01.1F2V,LPKXL1.13F2V,2
nonroad,2022,NJDXL13.5310,FJDXL13.5310,FJDXL13.5310,1
nonroad,2022,NYDXL02.1HDA,DYDXL2.09HDA,DYDXL2.09HDA,1
nonroad,2022,NKBXL03.3BCC,CKBXL03.3BCC,CKBXL03.3BCC,1
nonroad,2020,LKBXL03.8A1C,,LKBXL03.8A1C,0
nonroad,2022,NPKXL01.1F2C,LPKXL1.13F2C,LPKXL1.13F2C,1
nonroad,2022,NMMLL02.6M73,HMMLL02.6M73,HMMLL02.6M73,1
nonroad,2022,NMMLL02.6T70,JMMLL02.6T70,JMMLL02.6T70,1
nonroad,2021,MVSXL10.8STV,,MVSXL10.8STV,0
nonroad,2021,MDZXL02.9020,,MDZXL02.9020,0
nonroad,2022,NMMLL02.7C45,GMMLL02.7C45,GMMLL02.7C45,1
nonroad,2022,NJDXL02.9339,,NJDXL02.9339,0
nonroad,2021,MDZXL03.6018,,MDZXL03.6018,0
nonroad,2021,MDZXL03.6060,,MDZXL03.6060,0
nonroad,2022,NDZXL04.8029,MDZXL04.8029,CDZXL04.8029,9
nonroad,2022,NDZXL07.1027,MDZXL07.1027,CDZXL07.1027,9
nonroad,2022,NMVXL65.4BBA,9MVXL65.4BBA,NMVXL65.4BBA,0
nonroad,2021,MFPXL06.7FR1,LFPXL06.7FR1,LFPXL06.7FR1,1
nonroad,2020,LVPXL07.7CJA,,LVPXL07.7CJA,0
nonroad,2022,NDCLL01.6D7G,GDCLL01.6D7G,CDCLL02.2D7G,2
nonroad,2022,NDCLL01.0D5G,GDCLL01.0D5G,CDCLL01.0D5G,2
nonroad,2022,NDZXL02.9021,MDZXL02.9021,MDZXL02.9021,1
nonroad,2022,NDZXL04.1056,MDZXL04.1056,MDZXL04.1056,1
nonroad,2022,NDZXL06.1050,MDZXL06.1050,MDZXL06.1050,1
nonroad,2021,MVPXL10.8CJA,,MVPXL10.8CJA,0
nonroad,2021,MVPXL05.1CJA,,MVPXL05.1CJA,0
nonroad,2021,MCPXL32.0HXG,LCPXL32.0HXG,FCPXL32.0HXG,6
nonroad,2022,NMVXL02.5DAA,8MVXL02.5GGG,NMVXL02.5DAA,0
nonroad,2022,NMVXL02.5LLL,7MVXL02.5EEE,NMVXL02.5LLL,0
nonroad,2022,NMVXL03.3AAK,7MVXL03.3AAF,NMVXL03.3AAK,0
nonroad,2022,NDZXL03.6060,MDZXL03.6060,MDZXL03.6060,1
nonroad,2021,MCPXL18.1HTF,LCPXL18.1HTF,ECPXL18.1HTF,7
nonroad,2021,MKOEL3.24TAX,JKOEL3.24TAX,JKOEL3.24TAX,1
nonroad,2022,NDTAL07.2RJC,FMBXL07.2RJC,FMBXL07.2RJC,1
nonroad,2022,NCPXL18.1NYS,MCPXL18.1NYS,CCPXL18.1NYS,10
nonroad,2022,NDCLL02.4HIV,MDCLL02.4HIV,MDCLL02.4HIV,1
nonroad,2022,NJCBL04.4S09,HJCBL04.4S09,GJCBL04.4S09,2
nonroad,2022,NDCLL03.8JAV,,NDCLL03.8JAV,0
nonroad,2022,NMDDL21.0ZWR,AMDDL21.0GWR,NMDDL21.0ZWR,0
nonroad,2022,NFPXL15.9FR1,LFPXL15.9FR1,LFPXL15.9FR1,1
