panel,model_year,engine_family,engine_code,engine_test_model,pollutant,test_type,cert_result,units,fel,standard,adj_result,fcl
nonroad,2016,GSZXL07.8QXA,6HK1XDQAB-01,,NOx,steady_state,0.2,g/kW-hr,,,,
nonroad,2019,KSZXL09.8QXA,6UZ1XDQAB-01,,NOx,steady_state,0.15,g/kW-hr,,,,
nonroad,2023,PDZXL07.1032,D3CC250,,NOx,steady_state,3.32,g/kW-hr,,,,
nonroad,2023,PCPXL08.8NZS,CERT TEST 1,,NOx,steady_state,3.4,g/kW-hr,,,,
nonroad,2023,PCPXL12.5NYS,CERT TEST 2,,NOx,steady_state,3.6,g/kW-hr,,,,
nonroad,2023,PCPXL12.5NYS,CERT TEST 1,,NOx,steady_state,3.53,g/kW-hr,,,,
nonroad,2023,PCPXL27.0NZS,CERT TEST 2,,NOx,steady_state,5.16,g/kW-hr,,,,
nonroad,2023,PCPXL15.2NYS,CERT TEST 2,,NOx,steady_state,3.23,g/kW-hr,,,,
nonroad,2023,PDZXL03.6060,CFXI100D,,NOx,steady_state,0.13,g/kW-hr,,,,
nonroad,2023,PCEXL023.AAB,OK1,,NOx,steady_state,5.27,g/kW-hr,,,,
nonroad,2023,PCEXL023.AAB,OK1,,NOx,steady_state,5.45,g/kW-hr,,,,
nonroad,2022,NKLXL03.3JDB,4C17,,NOx,steady_state,2.87,g/kW-hr,,,,
nonroad,2022,NJDXL04.5317,4045HPRNT17,,NOx,steady_state,0.24,g/kW-hr,,,,
nonroad,2023,PDZXL02.9120,C5VT75E,,NOx,steady_state,0.05,g/kW-hr,,,,
nonroad,2023,PKLXL06.7AAP,4458:FR94587,,NOx,steady_state,0.16,g/kW-hr,,,,
nonroad,2023,PSZXL03.0RXA,4JJ1XDRAD-01,,NOx,steady_state,0.3,g/kW-hr,,,,
nonroad,2022,NPKXL02.8FL1,PARENT-4920/2400,,NOx,steady_state,3.58,g/kW-hr,,,,
nonroad,2022,NKLXL06.7AAM,4458:FR94557,,NOx,steady_state,0.09,g/kW-hr,,,,
nonroad,2023,PKLXL06.7AAM,4458:FR5C01,,NOx,steady_state,0.08,g/kW-hr,,,,
nonroad,2023,PCEXL13.0AAA,LZ1,,NOx,steady_state,3.67,g/kW-hr,,,,
nonroad,2023,PKLXL03.3JDC,5C02,,NOx,steady_state,0.02,g/kW-hr,,,,
nonroad,2023,PPKXL04.4NL1,PARENT-3066/2200,,NOx,steady_state,4.4,g/kW-hr,,,,
nonroad,2023,PPKXL04.4NR1,PARENT-4514/1800,,NOx,steady_state,3.61,g/kW-hr,,,,
nonroad,2023,PPKXL04.4NP1,PARENT-4144/2200,,NOx,steady_state,4.16,g/kW-hr,,,,
nonroad,2023,PPKXL04.4NP1,PARENT-4506/1800,,NOx,steady_state,3.81,g/kW-hr,,,,
nonroad,2023,PPKXL.507F1V,PARENT-6390/2600,,NOx,steady_state,5.71,g/kW-hr,,,,
nonroad,2022,NKLXL23.2FDD,5C01,,NOx,steady_state,2.7,g/kW-hr,,,,
nonroad,2023,PCPXL58.6NXV,CERT 1,,NOx,steady_state,5.9,g/kW-hr,6.2,,,
nonroad,2023,PYDXL.993NS4,,,NOx,steady_state,4.59,g/kW-hr,,,,
nonroad,2023,PYDXL01.6NGA,,,NOx,steady_state,5.22,g/kW-hr,,,,
nonroad,2023,PYDXL03.3S4N,,,NOx,steady_state,2.96,g/kW-hr,,,,
nonroad,2023,PYDXL02.0S4T,,,NOx,steady_state,6.05,g/kW-hr,,,,
nonroad,2023,PYDXL01.6TDA,,,NOx,steady_state,3.41,g/kW-hr,,,,
nonroad,2022,NLGCL02.5L4A,L4C25-T1A,,NOx,steady_state,3.96,g/kW-hr,,,,
nonroad,2022,NKHXL03.4TDS,,,NOx,steady_state,0.21,g/kW-hr,,,,
nonroad,2023,PMDDL14.0ZWK,7215,,NOx,steady_state,3.36,g/kW-hr,,,,
nonroad,2023,PYDXL03.3TDB,,,NOx,steady_state,3.53,g/kW-hr,,,,
nonroad,2023,PLGCL01.9L3C,L3CRV-T9,,NOx,steady_state,3.89,g/kW-hr,,,,
nonroad,2023,PLGCL01.9L3T,L3CRV-T7,,NOx,steady_state,3.64,g/kW-hr,,,,
nonroad,2023,PLGCL02.5L4T,L4C25-T1,,NOx,steady_state,3.71,g/kW-hr,,,,
nonroad,2022,NVSXL10.8STV,11-50,,NOx,steady_state,0.09,g/kW-hr,,,,
nonroad,2022,NYDXL01.3NPB,,,NOx,steady_state,3.83,g/kW-hr,,,,
nonroad,2023,PDZXL03.1041,"C3OI23,5",,NOx,steady_state,6.16,g/kW-hr,,,,
nonroad,2023,PVPXL16.1ADA,1,,NOx,steady_state,5.66,g/kW-hr,,,,
nonroad,2023,PKOEL1.09NAX,2R550NA1,,NOx,steady_state,6.31,g/kW-hr,,,,
nonroad,2023,PJCBL04.8S12,I2A,,NOx,steady_state,0.1,g/kW-hr,,,,
nonroad,2023,PYDXL01.3NPB,,,NOx,steady_state,3.83,g/kW-hr,,,,
nonroad,2022,NCPXL27.0HXF,CERT TEST 3,,NOx,steady_state,3.1,g/kW-hr,,,,
nonroad,2023,PMVXL02.2EBA,4CJ-P55-1,,NOx,steady_state,3.39,g/kW-hr,,,,
nonroad,2022,NCPXL106.NVF,CERT 2,,NOx,steady_state,2.9,g/kW-hr,,,,
nonroad,2023,PTYCL1.17A33,,,NOx,steady_state,4.91,g/kW-hr,,,,
nonroad,2023,PTYCL2.29A48,T2300N2,,NOx,steady_state,3.89,g/kW-hr,,,,
nonroad,2022,NCPXL18.1HTF,CERT TEST 1,,NOx,steady_state,0.08,g/kW-hr,,,,
nonroad,2022,NMDDL76.3XTM,7266,,NOx,steady_state,3.1,g/kW-hr,,,,
nonroad,2023,PMMLL02.7D55,DH-55,,NOx,steady_state,3.92,g/kW-hr,,,,
nonroad,2022,NDZXL04.1054,CFVI110,,NOx,steady_state,0.27,g/kW-hr,,,,
nonroad,2023,PDZXL05.7052,CFVI120B,,NOx,steady_state,0.02,g/kW-hr,,,,
nonroad,2023,PSIDL07.5I7C,1,,NOx,steady_state,0.3,g/kW-hr,,,,
nonroad,2023,PSIDL06.6I7C,1,,NOx,steady_state,0.29,g/kW-hr,,,,
nonroad,2023,PMDDL40.1GNR,7289,,NOx,steady_state,5.71,g/kW-hr,,,,
nonroad,2023,PFPXL02.8DE1,F6BFL413A*V,,NOx,steady_state,3.29,g/kW-hr,,,,
nonroad,2023,PKLXL30.5GDC,5C01,,NOx,steady_state,3.1,g/kW-hr,,,,
nonroad,2023,PKBXL05.0C5D,V5009-CR-VTI-DW00L,,NOx,steady_state,0.04,g/kW-hr,,,,
nonroad,2023,PPKXL07.0PW1,PARENT-4190/2200,,NOx,steady_state,3.68,g/kW-hr,,,,
nonroad,2021,MCEXL50.0AAG,5347:FR60455,,NOx,steady_state,2.4,g/kW-hr,,,,
nonroad,2021,MCEXL50.0AAF,4261:FR6740,,NOx,steady_state,3.1,g/kW-hr,,,,
nonroad,2018,JKLXL60.0AAI,4653:FR60248,,NOx,steady_state,2.9,g/kW-hr,,,,
nonroad,2020,LKLXL78.0AAI,4751:FR60315,,NOx,steady_state,3.0,g/kW-hr,,,,
nonroad,2023,PMRBL65.4EMS,6M33G8D2/5,,NOx,steady_state,4.41,g/kW-hr,,,,
nonroad,2023,PMRBL109.EMS,12M55G6D2/6,,NOx,steady_state,4.71,g/kW-hr,,,,
nonroad,2023,PFPXL02.8DE2,F6AFL463A*V,,NOx,steady_state,3.99,g/kW-hr,,,,
nonroad,2023,PYDXL03.3NGA,,,NOx,steady_state,2.97,g/kW-hr,,,,
nonroad,2024,RSZXL02.2ZTB,4LE2TDZBA-01,,NOx,steady_state,3.39,g/kW-hr,,,,
nonroad,2023,PMDDL76.3XTM,7266,,NOx,steady_state,3.1,g/kW-hr,,,,
nonroad,2023,PLHAL07.0SQC,R04LQ7103,,NOx,steady_state,0.34,g/kW-hr,,,,
nonroad,2023,PFPXL15.9GT1,F3JFE613G*V,,NOx,steady_state,2.2,g/kW-hr,,,,
nonroad,2024,RDZXL07.1030,D3UC151,,NOx,steady_state,3.74,g/kW-hr,,,,
nonroad,2024,RYDXL02.2NFB,,,NOx,steady_state,3.47,g/kW-hr,,,,
nonroad,2024,RDZXL02.2111,CFDI44B,,NOx,steady_state,4.04,g/kW-hr,,,,
nonroad,2024,RCPXL18.1NZS,CERT TEST 1,,NOx,steady_state,3.85,g/kW-hr,,,,
nonroad,2024,RCPXL18.1NZS,CERT TEST 1,,NOx,steady_state,3.88,g/kW-hr,,,,
nonroad,2024,RCPXL12.5NYS,CERT TEST 2,,NOx,steady_state,3.6,g/kW-hr,,,,
nonroad,2023,PVPXL07.7BDA,5,,NOx,steady_state,3.54,g/kW-hr,,,,
nonroad,2024,RPKXL07.0PW1,PARENT-4190/2200,,NOx,steady_state,3.68,g/kW-hr,,,,
nonroad,2024,RPKXL04.4NP1,PARENT-4506/1800,,NOx,steady_state,4.17,g/kW-hr,,,,
nonroad,2024,RPKXL02.2NLC,PARENT-GN28/1500C,,NOx,steady_state,4.91,g/kW-hr,,,,
nonroad,2024,RMVXL65.4BBA,S16R-Y2PTAW2-1,,NOx,steady_state,5.47,g/kW-hr,,,,
nonroad,2023,PFPXL11.1T4W,F3GFE613A*B,,NOx,steady_state,0.23,g/kW-hr,,,,
nonroad,2023,PFPXL08.7T4X,F2CFE613K*B,,NOx,steady_state,0.29,g/kW-hr,,,,
nonroad,2023,PPKXL07.0VL4,PARENT-6188/2200,,NOx,steady_state,0.09,g/kW-hr,,,,
nonroad,2022,NLHAL103.VQC,C16GB1102,,NOx,steady_state,0.34,g/kW-hr,,,,
nonroad,2023,PLHAL103.VQS,C12VB1100,,NOx,steady_state,2.9,g/kW-hr,,,,
nonroad,2024,RDZXL02.2112,C5OI18B,,NOx,steady_state,5.45,g/kW-hr,,,,
nonroad,2023,PCPXL18.1NYS,CERT TEST 1,,NOx,steady_state,5.09,g/kW-hr,,,,
nonroad,2024,RHZXL02.0V51,3H50TICD-vs-28-IFNsi,,NOx,steady_state,0.0,g/kW-hr,,,,
nonroad,2023,PKHXL01.4SF1,,,NOx,steady_state,4.19,g/kW-hr,,,,
nonroad,2023,PYDXL04.6HDA,,,NOx,steady_state,0.19,g/kW-hr,,,,
nonroad,2023,PDZXL04.1056,CFVT120U,,NOx,steady_state,0.27,g/kW-hr,,,,
nonroad,2023,PDZXL02.9118,C5EI55EH,,NOx,steady_state,3.11,g/kW-hr,,,,
nonroad,2023,PDZXL15.9058,CFYI520U,,NOx,steady_state,0.28,g/kW-hr,,,,
nonroad,2022,NVPXL07.7CJA,4,,NOx,steady_state,0.25,g/kW-hr,,,,
nonroad,2022,NVPXL07.7CJA,4,,NOx,steady_state,0.26,g/kW-hr,,,,
nonroad,2023,PPKXL04.4SU1,PARENT-6324/1500,,NOx,steady_state,0.06,g/kW-hr,,,,
nonroad,2024,RPKXL02.2TD7,PARUS-EQ49DI/2800ABT,,NOx,steady_state,4.1,g/kW-hr,,,,
nonroad,2024,RMDDL40.1GNR,7289,,NOx,steady_state,5.7,g/kW-hr,,,,
nonroad,2023,PCPXL09.3NTF,CERT TEST 2,,NOx,steady_state,0.18,g/kW-hr,,,,
nonroad,2023,PFPXL03.4ASD,F5GFL413K*C,,NOx,steady_state,0.23,g/kW-hr,0.3,,,
nonroad,2023,PFPXL03.4ASD,F5GFL413K*C,,NOx,steady_state,0.23,g/kW-hr,0.3,,,
nonroad,2024,RFPXL03.4DE1,F5DGL463B*X,,NOx,steady_state,0.0,g/kW-hr,,,,
nonroad,2023,PFPXL02.8DC1,F6BEL413A*B,,NOx,steady_state,3.94,g/kW-hr,,,,
nonroad,2023,PSCLL03.6R74,SJV326CR,,NOx,steady_state,4.56,g/kW-hr,,,,
nonroad,2024,RVPXL16.1CDC,1,,NOx,steady_state,0.32,g/kW-hr,,,,
nonroad,2023,PCPXL18.1HTF,CERT TEST 1,,NOx,steady_state,0.08,g/kW-hr,,,,
nonroad,2023,PLHAL10.5SQC,R06LQ7101,,NOx,steady_state,0.19,g/kW-hr,,,,
nonroad,2024,RMRBL109.EMS,12M55G12D2/5,,NOx,steady_state,5.05,g/kW-hr,,,,
nonroad,2023,PCPXL27.0HXF,CERT TEST 2,,NOx,steady_state,3.1,g/kW-hr,,,,
nonroad,2023,PCPXL27.0HXF,CERT TEST 1,,NOx,steady_state,3.0,g/kW-hr,,,,
nonroad,2024,RWEHL52.3EMS,16M33G4D2/6,,NOx,steady_state,4.94,g/kW-hr,,,,
nonroad,2024,RCPXL18.1NYS,CERT TEST 1,,NOx,steady_state,5.06,g/kW-hr,,,,
nonroad,2024,RKOEL1.09NAX,2R550NA1,,NOx,steady_state,6.31,g/kW-hr,,,,
nonroad,2024,RFPXL12.9FR2,F3HGE613M*V,,NOx,steady_state,0.19,g/kW-hr,,,,
nonroad,2024,RSIDL03.3G7B,1,,NOx,steady_state,3.63,g/kW-hr,,,,
nonroad,2024,RCEXL0409AAB,4536:FR94428,,NOx,steady_state,3.41,g/kW-hr,,,,
nonroad,2024,RYDXL03.3NLA,,,NOx,steady_state,3.27,g/kW-hr,,,,
nonroad,2024,RCEXL0540AAB,8548:FR91672,,NOx,steady_state,3.53,g/kW-hr,,,,
nonroad,2024,RCEXL12.0AAA,LX1,,NOx,steady_state,0.0,g/kW-hr,,,,
nonroad,2024,RCEXL0661AAH,LM1,,NOx,steady_state,3.63,g/kW-hr,,,,
nonroad,2024,RMVXL01.1EDA,L3E3-P18-1,,NOx,steady_state,4.57,g/kW-hr,,,,
nonroad,2021,MCEXL04.5AAH,4189;FR94118,,NOx,steady_state,0.13,g/kW-hr,0.37,,,
nonroad,2021,MCEXL04.5AAH,4189;FR94118,,NOx,steady_state,0.13,g/kW-hr,0.37,,,
nonroad,2020,LCEXL04.5AAH,4189;FR94118,,NOx,steady_state,0.04,g/kW-hr,0.37,,,
nonroad,2020,LCEXL04.5AAH,4189;FR94118,,NOx,steady_state,0.04,g/kW-hr,0.37,,,
nonroad,2018,JCEXL04.5AAH,4189;FR94118,,NOx,steady_state,0.04,g/kW-hr,,,,
nonroad,2021,MCEXL04.5AAK,4936:FR95722,,NOx,steady_state,0.07,g/kW-hr,,,,
nonroad,2015,FCEXL15.0AAL,43961;FR11106,,NOx,steady_state,0.07,g/kW-hr,,,,
nonroad,2023,PCEXL0275AAG,8725:FR91995,,NOx,steady_state,3.66,g/kW-hr,,,,
nonroad,2017,HCEXL0275AAG,8725:FR91995,,NOx,steady_state,3.66,g/kW-hr,,,,
nonroad,2014,ECEXL0275AAG,8725:FR91995,,NOx,steady_state,3.66,g/kW-hr,,,,
nonroad,2019,KCEXL0275AAH,1472:FR91668,,NOx,steady_state,3.54,g/kW-hr,,,,
nonroad,2017,HCEXL0409AAB,4536:FR94428,,NOx,steady_state,3.41,g/kW-hr,,,,
nonroad,2013,DCEXL0409AAB,8611;FR91421,,NOx,steady_state,3.61,g/kW-hr,,,,
nonroad,2024,RDZXL15.9058,CFYI520U,,NOx,steady_state,0.28,g/kW-hr,,,,
nonroad,2018,JCEXL0409AAC,0426;FR91850,,NOx,steady_state,3.61,g/kW-hr,,,,
nonroad,2016,GCEXL0505AAE,8539:FR91358,,NOx,steady_state,3.72,g/kW-hr,,,,
nonroad,2017,HCEXL0505AAE,8539:FR91358,,NOx,steady_state,3.72,g/kW-hr,,,,
nonroad,2024,RCEXL023.AAB,OK7,,NOx,steady_state,5.41,g/kW-hr,,,,
nonroad,2024,RCEXL023.AAB,OK7,,NOx,steady_state,5.62,g/kW-hr,,,,
nonroad,2017,HCEXL12.0AAA,4271:FR20584,,NOx,steady_state,0.0,g/kW-hr,,,,
nonroad,2023,PCEXL0661AAH,LM1,,NOx,steady_state,3.19,g/kW-hr,,,,
nonroad,2024,RFPXL06.7SDB,F4HFE613T*B,,NOx,steady_state,0.27,g/kW-hr,,,,
nonroad,2024,RMDDL22.4ZWR,7344,,NOx,steady_state,4.99,g/kW-hr,,,,
nonroad,2024,RMDDL22.4ZWR,7344,,NOx,steady_state,5.01,g/kW-hr,,,,
nonroad,2024,RFPXL06.7SCB,F4HFE6138*A,,NOx,steady_state,2.28,g/kW-hr,3.4,,,
nonroad,2024,RFPXL06.7SCB,F4HFE6138*A,,NOx,steady_state,2.28,g/kW-hr,3.4,,,
nonroad,2024,RFPXL06.7SCA,F4HFE613J*A,,NOx,steady_state,1.42,g/kW-hr,2.0,,,
nonroad,2024,RFPXL06.7SCA,F4HFE613J*A,,NOx,steady_state,1.42,g/kW-hr,2.0,,,
nonroad,2024,RCPXL32.1NZS,CERT TEST 1,,NOx,steady_state,5.01,g/kW-hr,,,,
nonroad,2025,SYDXL02.2NFB,,,NOx,steady_state,3.5,g/kW-hr,,,,
nonroad,2022,NDICL03.4LEA,DL03-LEL00,,NOx,steady_state,0.17,g/kW-hr,,,,
nonroad,2024,RSIDL04.9G6C,1,,NOx,steady_state,0.11,g/kW-hr,,,,
nonroad,2024,RMDDL95.4GTZ,7328,,NOx,steady_state,5.2,g/kW-hr,,,,
nonroad,2017,HDICL03.4LEA,DL03-LEL00,,NOx,steady_state,0.17,g/kW-hr,,,,
nonroad,2022,NCEXL60.0AAB,OK1,,NOx,steady_state,0.51,g/kW-hr,,,,
nonroad,2024,RKHXL02.5ESM,,,NOx,steady_state,5.69,g/kW-hr,,,,
nonroad,2025,SSZXL05.2RXB,4HK1XDRBB-01,,NOx,steady_state,0.12,g/kW-hr,,,,
nonroad,2018,JDICL03.4LEA,DL03-LEL00,,NOx,steady_state,0.15,g/kW-hr,,,,
nonroad,2024,RDZXL05.2124,C5NI170KM,,NOx,steady_state,0.34,g/kW-hr,,,,
nonroad,2023,PCEXL78.0AAA,OK1,,NOx,steady_state,0.54,g/kW-hr,,,,
nonroad,2020,LCEXL78.0AAA,3926:FR6969,,NOx,steady_state,0.57,g/kW-hr,,,,
nonroad,2014,ECEXL78.0AAA,3926:FR6969,,NOx,steady_state,0.57,g/kW-hr,,,,
nonroad,2024,RKLXL23.2FDD,6C05,,NOx,steady_state,2.6,g/kW-hr,,,,
nonroad,2025,SDZXL07.1030,D3UC151,,NOx,steady_state,3.74,g/kW-hr,,,,
nonroad,2025,SLGCL01.9L3T,L3CRV-T7,,NOx,steady_state,3.64,g/kW-hr,,,,
nonroad,2025,SLHAL12.0SQC,R06NQ7105,,NOx,steady_state,0.25,g/kW-hr,,,,
nonroad,2024,RCEXL08.9AAQ,OL1,,NOx,steady_state,0.17,g/kW-hr,,,,
nonroad,2022,NSIDL09.8I7C,1,,NOx,steady_state,0.32,g/kW-hr,,,,
nonroad,2025,SMNBL16.2VGT,131,,NOx,steady_state,0.35,g/kW-hr,,,,
nonroad,2025,SHZXL.347C32,3100-4.2-cs,,NOx,steady_state,5.38,g/kW-hr,,,,
nonroad,2025,SHZXL.517M54,3600-7.9-vs,,NOx,steady_state,6.32,g/kW-hr,,,,
nonroad,2022,NCEXL060.AAD,OK21,,NOx,steady_state,5.34,g/kW-hr,,,,
nonroad,2025,SDZXL03.6122,C5EI55E,,NOx,steady_state,3.86,g/kW-hr,,,,
nonroad,2023,PCEXL60.0AAF,OK6,,NOx,steady_state,2.6,g/kW-hr,,,,
nonroad,2024,RDICL07.6LEA,DL08-LEE01,,NOx,steady_state,0.27,g/kW-hr,,,,
nonroad,2017,HCEXL60.0AAF,4686:FR60446,,NOx,steady_state,2.6,g/kW-hr,,,,
nonroad,2024,RPKXL07.0VL1,PARENT6186/2200,,NOx,steady_state,0.14,g/kW-hr,,,,
nonroad,2024,RVPXL16.1ACW,4,,NOx,steady_state,5.67,g/kW-hr,,,,
nonroad,2024,RVPXL16.1ADA,1,,NOx,steady_state,5.66,g/kW-hr,,,,
nonroad,2024,RVPXL16.1ADB,1,,NOx,steady_state,5.61,g/kW-hr,,,,
nonroad,2024,RCPXL78.1NZS,CERT TEST 3,,NOx,steady_state,5.33,g/kW-hr,,,,
nonroad,2024,RCPXL78.1NZS,CERT TEST 4,,NOx,steady_state,5.69,g/kW-hr,,,,
nonroad,2016,GLHAL24.2VQT,V08MQ7201,,NOx,steady_state,2.4,g/kW-hr,,,,
nonroad,2024,RPKXL03.6FW1,PARENT-4770/2400,,NOx,steady_state,3.35,g/kW-hr,,,,
nonroad,2024,RVSXL12.8T4F,13-110,,NOx,steady_state,0.12,g/kW-hr,,,,
nonroad,2025,SKOEL4.33TAX,4K1080TA1,,NOx,steady_state,3.26,g/kW-hr,,,,
nonroad,2025,SHZXL02.0V50,2800-var-43.7-HT,,NOx,steady_state,3.17,g/kW-hr,,,,
nonroad,2025,SHZXL02.0C50,1500-con-25.5,,NOx,steady_state,3.35,g/kW-hr,,,,
nonroad,2024,RDZXL04.1056,CFVT120U,,NOx,steady_state,0.27,g/kW-hr,,,,
nonroad,2024,RDZXL04.1056,CFVI115D,,NOx,steady_state,0.16,g/kW-hr,,,,
nonroad,2019,KLHAL09.0SQC,R04PQ7101,,NOx,steady_state,0.34,g/kW-hr,,,,
nonroad,2025,STYCL2.29A48,T2300N2,,NOx,steady_state,3.18,g/kW-hr,,,,
nonroad,2024,RPKXL.761F1C,PARENT-6576/1800,,NOx,steady_state,3.9,g/kW-hr,,,,
nonroad,2024,RKHXL03.4TCR,,,NOx,steady_state,3.42,g/kW-hr,,,,
nonroad,2024,RYDXL02.1HKB,,,NOx,steady_state,3.04,g/kW-hr,,,,
nonroad,2024,RCPXL18.1HTF,CERT TEST 1,,NOx,steady_state,0.08,g/kW-hr,,,,
nonroad,2025,SMVXL02.5LLL,S4Q2-Y3EPA1,,NOx,steady_state,5.49,g/kW-hr,,,,
nonroad,2024,RCEXL050.AAD,OK22,,NOx,steady_state,5.98,g/kW-hr,,,,
nonroad,2025,SMVXL33.9BBA,S12A2-Y2PTAW-2,,NOx,steady_state,5.55,g/kW-hr,,,,
nonroad,2025,SMVXL37.1BBA,S12H-Y2PTAW-1,,NOx,steady_state,5.44,g/kW-hr,,,,
nonroad,2025,SMMLL02.7D55,DH-55,,NOx,steady_state,3.92,g/kW-hr,,,,
nonroad,2025,SMMLL02.7R55,RX-55,,NOx,steady_state,4.0,g/kW-hr,,,,
nonroad,2022,NCEXL78.0AAB,OK1,,NOx,steady_state,3.0,g/kW-hr,,,,
nonroad,2024,RCPXL12.5NTF,CERT TEST 2,,NOx,steady_state,0.19,g/kW-hr,,,,
nonroad,2025,SMVXL0.64EBA,L2E-P5-1,,NOx,steady_state,5.21,g/kW-hr,,,,
nonroad,2024,RCPXL09.3NTF,CERT TEST 2,,NOx,steady_state,0.18,g/kW-hr,,,,
nonroad,2024,RDZXL05.7053,CFVI129A,,NOx,steady_state,0.16,g/kW-hr,,,,
nonroad,2025,SVPXL07.7BDA,5,,NOx,steady_state,3.54,g/kW-hr,,,,
nonroad,2025,SVPXL17.3ADA,1,,NOx,steady_state,5.62,g/kW-hr,,,,
nonroad,2024,RDZXL03.6018,C4DI55F,,NOx,steady_state,3.45,g/kW-hr,,,,
nonroad,2025,SDZXL02.9120,C5VT77EU,,NOx,steady_state,0.03,g/kW-hr,,,,
nonroad,2025,SKHXL01.4KSN,,,NOx,steady_state,4.95,g/kW-hr,,,,
nonroad,2025,SSIDL08.0I7C,1,,NOx,steady_state,0.37,g/kW-hr,,,,
nonroad,2025,SJDXL13.5179,6136HPRNT6,,NOx,steady_state,2.97,g/kW-hr,,,,
nonroad,2025,SCPXL18.1NYS,CERT TEST 1,,NOx,steady_state,5.06,g/kW-hr,,,,
nonroad,2025,SCPXL18.1NYS,CERT TEST 2,,NOx,steady_state,5.65,g/kW-hr,,,,
nonroad,2025,SCPXL18.1NYS,CERT TEST 3,,NOx,steady_state,5.42,g/kW-hr,,,,
nonroad,2025,SDZXL03.6060,CFXI100D,,NOx,steady_state,0.13,g/kW-hr,,,,
nonroad,2025,SYDXL03.3TDA,,,NOx,steady_state,2.61,g/kW-hr,,,,
nonroad,2025,SCEXL50.0AAH,OK1,,NOx,steady_state,2.5,g/kW-hr,,,,
nonroad,2024,RLHAL08.0SWC,R04KW7103,,NOx,steady_state,0.23,g/kW-hr,,,,
nonroad,2025,SDZXL04.1056,CFVT120U,,NOx,steady_state,0.27,g/kW-hr,,,,
nonroad,2025,SYDXL03.3TDB,,,NOx,steady_state,2.64,g/kW-hr,,,,
nonroad,2025,SCPXL18.1HXF,CERT TEST 1,,NOx,steady_state,2.9,g/kW-hr,,,,
nonroad,2025,SYDXL01.6NDA,,,NOx,steady_state,3.98,g/kW-hr,,,,
nonroad,2021,MCEXL015.AAJ,8587:FR10549,,NOx,steady_state,5.64,g/kW-hr,,,,
nonroad,2024,RFTGL03.0R4D,76D/7,,NOx,steady_state,0.15,g/kW-hr,,,,
nonroad,2025,SDZXL03.6123,C5VT105EU,,NOx,steady_state,0.05,g/kW-hr,,,,
nonroad,2023,PCEXL19.0AAA,OK1,,NOx,steady_state,3.0,g/kW-hr,,,,
nonroad,2026,TCPXL58.6HXS,CERT 1,,NOx,steady_state,3.17,g/kW-hr,,,,
nonroad,2025,SYDXL02.2NDA,,,NOx,steady_state,3.06,g/kW-hr,,,,
nonroad,2025,SMVXL03.3AAK,S4S-P35-1-C,,NOx,steady_state,6.3,g/kW-hr,,,,
nonroad,2026,TSZXL02.2VTK,4LE1TCVKA-01,,NOx,steady_state,5.26,g/kW-hr,,,,
nonroad,2026,TSZXL02.2ZTB,4LE2TDZBA-01,,NOx,steady_state,3.39,g/kW-hr,,,,
nonroad,2018,JFPXL20.1T4B,FVAFK013A*V,,NOx,steady_state,2.7,g/kW-hr,,,,
nonroad,2025,SDZXL06.1050,CFVI180C,,NOx,steady_state,0.15,g/kW-hr,,,,
nonroad,2025,SMRBL65.4EMS,6M33G12D2/6,,NOx,steady_state,5.54,g/kW-hr,,,,
nonroad,2025,SCEXL03.8AAH,OF1,,NOx,steady_state,0.25,g/kW-hr,,,,
nonroad,2026,TCPXL12.5NYS,CERT TEST 2,,NOx,steady_state,3.6,g/kW-hr,,,,
nonroad,2025,SCPXL12.5NYS,CERT TEST 1,,NOx,steady_state,3.53,g/kW-hr,,,,
nonroad,2025,SCPXL12.5NYS,CERT TEST 2,,NOx,steady_state,3.6,g/kW-hr,,,,
nonroad,2025,SCPXL12.5NYS,CERT TEST 1,,NOx,steady_state,3.55,g/kW-hr,,,,
nonroad,2019,KCEXL06.7AAR,3857;FR93809,,NOx,steady_state,0.15,g/kW-hr,0.3,,,
nonroad,2026,TSIDL06.6I7C,1,,NOx,steady_state,0.29,g/kW-hr,,,,
nonroad,2025,SCEXL04.5AAH,OB1,,NOx,steady_state,0.13,g/kW-hr,0.37,,,
nonroad,2025,SCEXL04.5AAH,OB1,,NOx,steady_state,0.13,g/kW-hr,0.37,,,
nonroad,2025,SCEXL06.7AAQ,OB1,,NOx,steady_state,0.14,g/kW-hr,,,,
nonroad,2021,MCEXL02.8AAB,OF1,,NOx,steady_state,4.25,g/kW-hr,,,,
nonroad,2018,JCEXL02.8AAB,4237;FR94167,,NOx,steady_state,4.25,g/kW-hr,,,,
nonroad,2014,ECEXL02.8AAB,4237;FR94167,,NOx,steady_state,4.25,g/kW-hr,,,,
nonroad,2022,NCEXL02.8AAC,OF1,,NOx,steady_state,4.25,g/kW-hr,,,,
nonroad,2025,SMVXL01.0EDC,L3E-P13-2A,,NOx,steady_state,5.01,g/kW-hr,,,,
nonroad,2025,SMVXL01.8EBB,S3L2-P14-1A,,NOx,steady_state,5.38,g/kW-hr,,,,
nonroad,2026,TPKXL04.4NR1,PARENT-4154/2200,,NOx,steady_state,3.7,g/kW-hr,,,,
nonroad,2025,SCPXL27.0NZS,CERT TEST 2,,NOx,steady_state,5.16,g/kW-hr,,,,
