panel,model_year,engine_family,engine_code,engine_test_model,pollutant,test_type,cert_result,adj_result,standard,fel,fcl,df_type,df_value,units
highway,2016,GRIIE06.8BWL,GGF618BR5,Blue Bird Vision Bus,HCHO,transient,0.0,0.0,0.01,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2016,GRIIE06.8BWL,GGF618BR5,Blue Bird Vision Bus,NOx,transient,0.05,0.039,0.2,,,Transient Multiplicative,1.3,g/bhp-hr
highway,2016,GRIIE06.8BWL,GGF618BR5,Blue Bird Vision Bus,NMHC,transient,0.03,0.017,0.14,,,Transient Multiplicative,1.9000000000000001,g/bhp-hr
highway,2016,GRIIE06.8BWL,GGF618BR5,Blue Bird Vision Bus,PM,transient,0.0,0.0,0.01,,,Transient Multiplicative,2.2,g/bhp-hr
highway,2016,GSZXH05.23FA,523FA-1,4HK1TC,CO2,transient,560.0,560.5,,593.0,576.0,Transient Additive,0.0,g/bhp-hr
highway,2016,GSZXH05.23FA,523FA-1,4HK1TC,CO,transient,0.1,0.05,15.5,,,Steady-State Multiplicative,1.4360000000000002,g/bhp-hr
highway,2016,GSZXH05.23FA,523FA-1,4HK1TC,CO,transient,0.1,0.05,15.5,,,Transient Multiplicative,1.4360000000000002,g/bhp-hr
highway,2016,GSZXH05.23FA,523FA-1,4HK1TC,CH4,transient,0.02,0.0,0.1,0.1,,Transient Additive,0.02,g/bhp-hr
highway,2016,GSZXH05.23FA,523FA-1,4HK1TC,NOx,transient,0.16,0.127,0.2,,,Steady-State Multiplicative,1.296,g/bhp-hr
highway,2016,GSZXH05.23FA,523FA-1,4HK1TC,NOx,transient,0.16,0.127,0.2,,,Transient Multiplicative,1.296,g/bhp-hr
highway,2016,GSZXH05.23FA,523FA-1,4HK1TC,N2O,transient,0.06,0.037000000000000005,0.1,0.1,,Transient Additive,0.02,g/bhp-hr
highway,2016,GSZXH05.23FA,523FA-1,4HK1TC,NMHC,transient,0.01,0.006,0.14,,,Steady-State Multiplicative,1.5,g/bhp-hr
highway,2016,GSZXH05.23FA,523FA-1,4HK1TC,NMHC,transient,0.01,0.006,0.14,,,Transient Multiplicative,1.5,g/bhp-hr
highway,2016,GSZXH05.23FA,523FA-1,4HK1TC,PM,transient,0.0,0.002,0.01,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2016,GSZXH05.23FA,523FA-1,4HK1TC,PM,transient,0.0,0.002,0.01,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2016,GZ9XE06.8DC3,G6.8DC3,F-450/F550,CO,transient,6.9,4.33,14.4,,,Transient Multiplicative,1.6,g/bhp-hr
highway,2016,GZ9XE06.8DC3,G6.8DC3,F-450/F550,HCHO,transient,0.01,0.004,0.01,,,Transient Multiplicative,2.2,g/bhp-hr
highway,2016,GZ9XE06.8DC3,G6.8DC3,F-450/F550,NOx,transient,0.08,0.061000000000000006,0.2,,,Transient Multiplicative,1.3,g/bhp-hr
highway,2016,GZ9XE06.8DC3,G6.8DC3,F-450/F550,NMHC,transient,0.07,0.033,0.14,,,Transient Multiplicative,2.2,g/bhp-hr
highway,2016,GZ9XE06.8DC6,G6.8DC6,F-650/F750,CO,transient,1.4000000000000001,0.87,14.4,,,Transient Multiplicative,1.6,g/bhp-hr
highway,2016,GZ9XE06.8DC6,G6.8DC6,F-650/F750,HCHO,transient,0.01,0.004,0.01,,,Transient Multiplicative,2.2,g/bhp-hr
highway,2016,GZ9XE06.8DC6,G6.8DC6,F-650/F750,NOx,transient,0.04,0.027,0.2,,,Transient Multiplicative,1.3,g/bhp-hr
highway,2016,GZ9XE06.8DC6,G6.8DC6,F-650/F750,NMHC,transient,0.07,0.033,0.14,,,Transient Multiplicative,2.2,g/bhp-hr
highway,2015,FBLME06.0584,L96,6.0L,CO,transient,9.4,5.9,,14.4,,Transient Multiplicative,1.6,g/bhp-hr
highway,2015,FBLME06.0584,L96,6.0L,HCHO,transient,0.0,0.0,,0.01,,Transient Multiplicative,1.0,g/bhp-hr
highway,2015,FBLME06.0584,L96,6.0L,NOx,transient,0.18,0.137,,0.2,,Transient Multiplicative,1.3,g/bhp-hr
highway,2015,FBLME06.0584,L96,6.0L,NMHC,transient,0.12,0.063,,0.14,,Transient Multiplicative,1.9000000000000001,g/bhp-hr
highway,2015,FBLME06.0584,L96,6.0L,PM,transient,0.0,0.0,,0.01,,Transient Multiplicative,2.2,g/bhp-hr
highway,2015,FBLME06.8BW5,1,"Ford 3v, 6.8L V-10",CO,transient,4.3,2.66,14.4,,,Transient Multiplicative,1.6,g/bhp-hr
highway,2015,FBLME06.8BW5,1,"Ford 3v, 6.8L V-10",HCHO,transient,0.0,0.0,,,,,,g/bhp-hr
highway,2015,FBLME06.8BW5,1,"Ford 3v, 6.8L V-10",NOx,transient,0.02,0.015000000000000001,0.2,,,Transient Multiplicative,1.3,g/bhp-hr
highway,2015,FBLME06.8BW5,1,"Ford 3v, 6.8L V-10",NMHC,transient,0.04,0.02,0.14,,,Transient Multiplicative,1.9000000000000001,g/bhp-hr
highway,2015,FBLME06.8BW5,1,"Ford 3v, 6.8L V-10",PM,transient,0.0,0.0,0.01,,,Transient Multiplicative,2.2,g/bhp-hr
highway,2015,FBLME06.8BW5,1,"Ford 3v, 6.8L V-10",CO,transient,4.3,2.66,14.4,,,Transient Multiplicative,1.6,g/bhp-hr
highway,2015,FBLME06.8BW5,1,"Ford 3v, 6.8L V-10",HCHO,transient,0.0,0.0,,,,,,g/bhp-hr
highway,2015,FBLME06.8BW5,1,"Ford 3v, 6.8L V-10",NOx,transient,0.02,0.015000000000000001,0.2,,,Transient Multiplicative,1.3,g/bhp-hr
highway,2015,FBLME06.8BW5,1,"Ford 3v, 6.8L V-10",NMHC,transient,0.04,0.02,0.14,,,Transient Multiplicative,1.9000000000000001,g/bhp-hr
highway,2015,FBLME06.8BW5,1,"Ford 3v, 6.8L V-10",PM,transient,0.0,0.0,0.01,,,Transient Multiplicative,2.2,g/bhp-hr
highway,2015,FNGCH0466AEA,D260,DT466,CO,transient,0.8,0.76,15.5,,,Steady-State Multiplicative,1.1400000000000001,g/bhp-hr
highway,2015,FNGCH0466AEA,D260,DT466,NOx,transient,0.06,0.06,0.2,,,Steady-State Multiplicative,1.2,g/bhp-hr
highway,2015,FNGCH0466AEA,D260,DT466,NMHC,transient,0.05,0.05,0.14,,,Steady-State Multiplicative,1.2,g/bhp-hr
highway,2015,FNGCH0466AEA,D260,DT466,PM,transient,0.01,0.01,,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM1,B6.7 360,CO2,steady_state,487.0,487.2,,509.0,494.0,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM1,B6.7 360,CO,steady_state,0.0,0.0,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM1,B6.7 360,CH4,steady_state,0.0,0.001,,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM1,B6.7 360,NOx,steady_state,0.12,0.10700000000000001,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM1,B6.7 360,N2O,steady_state,0.05,0.052000000000000005,,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM1,B6.7 360,NMHC,steady_state,0.02,0.004,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM1,B6.7 360,PM,steady_state,0.0,0.003,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM3,B6.7 325,CO2,steady_state,486.0,486.2,,509.0,494.0,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM3,B6.7 325,CO,steady_state,0.0,0.01,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM3,B6.7 325,CH4,steady_state,0.0,0.001,,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM3,B6.7 325,NOx,steady_state,0.07,0.06,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM3,B6.7 325,N2O,steady_state,0.05,0.051000000000000004,,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM3,B6.7 325,NMHC,steady_state,0.02,0.004,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM3,B6.7 325,PM,steady_state,0.0,0.004,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0408BCB,BMH2,B6.7 280H,CO2,steady_state,490.0,489.90000000000003,,,,,,g/bhp-hr
highway,2026,TCEXH0408BCB,BMH2,B6.7 280H,CO,steady_state,0.0,0.0,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0408BCB,BMH2,B6.7 280H,CH4,steady_state,0.0,0.001,,,,,,g/bhp-hr
highway,2026,TCEXH0408BCB,BMH2,B6.7 280H,NOx,steady_state,0.07,0.062,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0408BCB,BMH2,B6.7 280H,N2O,steady_state,0.06,0.06,,,,,,g/bhp-hr
highway,2026,TCEXH0408BCB,BMH2,B6.7 280H,NMHC,steady_state,0.02,0.005,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0408BCB,BMH2,B6.7 280H,PM,steady_state,0.0,0.002,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,CO2,steady_state,502.0,502.0,,,,Transient Additive,2.5,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,CO,steady_state,0.0,0.0,15.5,,,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,CO,steady_state,0.0,0.0,15.5,,,Transient Additive,0.0188,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,CH4,steady_state,0.0,0.0,,,,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,NOx,steady_state,0.03,0.006,0.2,0.05,,Steady-State Additive,0.027800000000000002,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,NOx,steady_state,0.03,0.006,0.2,0.05,,Transient Additive,0.0234,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,N2O,steady_state,0.02,0.021,,,,Transient Additive,0.063,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,NMHC,steady_state,0.0,0.0,0.14,,,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,NMHC,steady_state,0.0,0.0,0.14,,,Transient Additive,0.0017000000000000001,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,PM,steady_state,0.0,0.002,0.01,,,Steady-State Additive,0.0004,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,PM,steady_state,0.0,0.002,0.01,,,Transient Additive,0.0001,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,CO2,steady_state,502.0,502.0,,,,Transient Additive,2.5,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,CO,steady_state,0.0,0.0,15.5,,,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,CO,steady_state,0.0,0.0,15.5,,,Transient Additive,0.0188,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,CH4,steady_state,0.0,0.0,,,,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,NOx,steady_state,0.03,0.006,0.2,0.05,,Steady-State Additive,0.027800000000000002,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,NOx,steady_state,0.03,0.006,0.2,0.05,,Transient Additive,0.0234,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,N2O,steady_state,0.02,0.021,,,,Transient Additive,0.063,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,NMHC,steady_state,0.0,0.0,0.14,,,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,NMHC,steady_state,0.0,0.0,0.14,,,Transient Additive,0.0017000000000000001,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,PM,steady_state,0.0,0.002,0.01,,,Steady-State Additive,0.0004,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,PM,steady_state,0.0,0.002,0.01,,,Transient Additive,0.0001,g/bhp-hr
highway,2026,TCEXH0408BCF,BM1,B6.7 360,CO2,steady_state,487.0,487.2,,509.0,494.0,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM1,B6.7 360,CO,steady_state,0.0,0.0,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM1,B6.7 360,CH4,steady_state,0.0,0.001,,,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM1,B6.7 360,NOx,steady_state,0.12,0.10700000000000001,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM1,B6.7 360,N2O,steady_state,0.05,0.052000000000000005,,,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM1,B6.7 360,NMHC,steady_state,0.02,0.004,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM1,B6.7 360,PM,steady_state,0.0,0.003,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM3,B6.7 325,CO2,steady_state,486.0,486.2,,509.0,494.0,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM3,B6.7 325,CO,steady_state,0.0,0.01,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM3,B6.7 325,CH4,steady_state,0.0,0.001,,,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM3,B6.7 325,NOx,steady_state,0.07,0.06,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM3,B6.7 325,N2O,steady_state,0.05,0.051000000000000004,,,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM3,B6.7 325,NMHC,steady_state,0.02,0.004,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM3,B6.7 325,PM,steady_state,0.0,0.004,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0408BDA,BM1,B6.7N 240,CO2,steady_state,430.0,430.5,,,,,,g/bhp-hr
highway,2026,TCEXH0408BDA,BM1,B6.7N 240,CO,steady_state,0.0,0.03,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0408BDA,BM1,B6.7N 240,CH4,steady_state,0.06,0.065,,,,,,g/bhp-hr
highway,2026,TCEXH0408BDA,BM1,B6.7N 240,NOx,steady_state,0.0,0.0,0.2,0.02,,,,g/bhp-hr
highway,2026,TCEXH0408BDA,BM1,B6.7N 240,N2O,steady_state,0.0,0.0,,,,,,g/bhp-hr
highway,2026,TCEXH0408BDA,BM1,B6.7N 240,NMHC,steady_state,0.01,0.004,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0408BDA,BM1,B6.7N 240,PM,steady_state,0.0,0.0,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0540LCA,LM3,L9 380,CO2,steady_state,492.0,491.6,,507.0,492.0,,,g/bhp-hr
highway,2026,TCEXH0540LCA,LM3,L9 380,CO,steady_state,0.0,0.0,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0540LCA,LM3,L9 380,CH4,steady_state,0.0,0.0,,,,,,g/bhp-hr
highway,2026,TCEXH0540LCA,LM3,L9 380,NOx,steady_state,0.05,0.047,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0540LCA,LM3,L9 380,N2O,steady_state,0.08,0.082,,,,,,g/bhp-hr
highway,2026,TCEXH0540LCA,LM3,L9 380,NMHC,steady_state,0.02,0.008,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0540LCA,LM3,L9 380,PM,steady_state,0.0,0.004,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0540LCC,LUB1,L9 350,CO2,steady_state,474.0,474.1,,,,,,g/bhp-hr
highway,2026,TCEXH0540LCC,LUB1,L9 350,CO,steady_state,0.2,0.01,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0540LCC,LUB1,L9 350,CH4,steady_state,0.0,0.001,,,,,,g/bhp-hr
highway,2026,TCEXH0540LCC,LUB1,L9 350,NOx,steady_state,0.07,0.07100000000000001,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0540LCC,LUB1,L9 350,N2O,steady_state,0.06,0.06,,,,,,g/bhp-hr
highway,2026,TCEXH0540LCC,LUB1,L9 350,NMHC,steady_state,0.01,0.004,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0540LCC,LUB1,L9 350,PM,steady_state,0.0,0.003,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0540LCD,LM3,L9 380,CO2,steady_state,492.0,491.6,,507.0,492.0,,,g/bhp-hr
highway,2026,TCEXH0540LCD,LM3,L9 380,CO,steady_state,0.0,0.0,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0540LCD,LM3,L9 380,CH4,steady_state,0.0,0.0,,,,,,g/bhp-hr
highway,2026,TCEXH0540LCD,LM3,L9 380,NOx,steady_state,0.05,0.047,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0540LCD,LM3,L9 380,N2O,steady_state,0.08,0.082,,,,,,g/bhp-hr
highway,2026,TCEXH0540LCD,LM3,L9 380,NMHC,steady_state,0.02,0.008,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0540LCD,LM3,L9 380,PM,steady_state,0.0,0.004,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,CO2,steady_state,414.0,414.3,,440.0,427.0,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,CO,steady_state,0.3,0.21,15.5,,,Steady-State Multiplicative,1.6,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,CO,steady_state,0.3,0.21,15.5,,,Transient Multiplicative,1.6,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,CH4,steady_state,0.31,0.306,,,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,NOx,steady_state,0.0,0.003,0.2,0.03,,Steady-State Multiplicative,1.3,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,NOx,steady_state,0.0,0.003,0.2,0.03,,Transient Multiplicative,1.3,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,N2O,steady_state,0.0,0.0,,,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,NMHC,steady_state,0.0,0.0,0.14,,,Steady-State Multiplicative,2.0,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,NMHC,steady_state,0.0,0.0,0.14,,,Transient Multiplicative,2.0,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,PM,steady_state,0.0,0.0,0.01,,,Steady-State Multiplicative,1.6,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,PM,steady_state,0.0,0.0,0.01,,,Transient Multiplicative,1.6,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,CO2,steady_state,460.0,459.7,,480.0,466.0,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,CO2,steady_state,460.0,459.7,,480.0,466.0,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,CO,steady_state,0.1,0.0,15.5,,,Steady-State Additive,0.14,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,CO,steady_state,0.1,0.0,15.5,,,Transient Additive,0.14,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,CH4,steady_state,0.09,0.068,,,,Steady-State Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,CH4,steady_state,0.09,0.068,,,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,NOx,steady_state,0.11,0.045000000000000005,0.2,,,Steady-State Additive,0.067,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,NOx,steady_state,0.11,0.045000000000000005,0.2,,,Transient Additive,0.067,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,N2O,steady_state,0.13,0.111,,,,Steady-State Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,N2O,steady_state,0.13,0.111,,,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,NMHC,steady_state,0.01,0.007,0.14,,,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,NMHC,steady_state,0.01,0.007,0.14,,,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,PM,steady_state,0.0,0.003,0.01,,,Steady-State Additive,0.001,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,PM,steady_state,0.0,0.003,0.01,,,Transient Additive,0.001,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,CO2,steady_state,460.0,459.7,,480.0,466.0,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,CO2,steady_state,460.0,459.7,,480.0,466.0,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,CO,steady_state,0.1,0.0,15.5,,,Steady-State Additive,0.14,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,CO,steady_state,0.1,0.0,15.5,,,Transient Additive,0.14,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,CH4,steady_state,0.09,0.068,,,,Steady-State Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,CH4,steady_state,0.09,0.068,,,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,NOx,steady_state,0.11,0.045000000000000005,0.2,0.18,,Steady-State Additive,0.067,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,NOx,steady_state,0.11,0.045000000000000005,0.2,0.18,,Transient Additive,0.067,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,N2O,steady_state,0.13,0.111,,,,Steady-State Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,N2O,steady_state,0.13,0.111,,,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,NMHC,steady_state,0.01,0.007,0.14,,,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,NMHC,steady_state,0.01,0.007,0.14,,,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,PM,steady_state,0.0,0.003,0.01,,,Steady-State Additive,0.001,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,PM,steady_state,0.0,0.003,0.01,,,Transient Additive,0.001,g/bhp-hr
highway,2026,TCEXH0729XDA,XH1,ISX12N 400,CO2,steady_state,414.0,413.7,,440.0,427.0,,,g/bhp-hr
highway,2026,TCEXH0729XDA,XH1,ISX12N 400,CO,steady_state,0.6,0.36,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0729XDA,XH1,ISX12N 400,CH4,steady_state,0.04,0.044000000000000004,,,,,,g/bhp-hr
highway,2026,TCEXH0729XDA,XH1,ISX12N 400,NOx,steady_state,0.0,0.0,0.2,0.02,,,,g/bhp-hr
highway,2026,TCEXH0729XDA,XH1,ISX12N 400,N2O,steady_state,0.0,0.0,,,,,,g/bhp-hr
highway,2026,TCEXH0729XDA,XH1,ISX12N 400,NMHC,steady_state,0.0,0.001,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0729XDA,XH1,ISX12N 400,PM,steady_state,0.0,0.0,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0886XDA,XH18,X15N 500,CO2,steady_state,390.0,390.3,,413.0,401.0,,,g/bhp-hr
highway,2026,TCEXH0886XDA,XH18,X15N 500,CO,steady_state,1.5,0.91,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0886XDA,XH18,X15N 500,CH4,steady_state,0.1,0.10200000000000001,,,,,,g/bhp-hr
highway,2026,TCEXH0886XDA,XH18,X15N 500,NOx,steady_state,0.0,0.0,0.2,0.05,,,,g/bhp-hr
highway,2026,TCEXH0886XDA,XH18,X15N 500,N2O,steady_state,0.0,0.0,,,,,,g/bhp-hr
highway,2026,TCEXH0886XDA,XH18,X15N 500,NMHC,steady_state,0.0,0.0,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0886XDA,XH18,X15N 500,PM,steady_state,0.0,0.0,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,CO2,steady_state,436.0,436.2,,453.0,440.0,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,CO2,steady_state,436.0,436.2,,453.0,440.0,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,CO,steady_state,0.2,0.01,15.5,,,Steady-State Additive,0.14,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,CO,steady_state,0.2,0.01,15.5,,,Transient Additive,0.14,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,CH4,steady_state,0.02,0.001,,,,Steady-State Additive,0.02,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,CH4,steady_state,0.02,0.001,,,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,NOx,steady_state,0.09,0.027,0.2,0.18,,Steady-State Additive,0.067,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,NOx,steady_state,0.09,0.027,0.2,0.18,,Transient Additive,0.067,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,N2O,steady_state,0.13,0.111,,,,Steady-State Additive,0.02,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,N2O,steady_state,0.13,0.111,,,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,NMHC,steady_state,0.01,0.006,0.14,,,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,NMHC,steady_state,0.01,0.006,0.14,,,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,PM,steady_state,0.0,0.001,0.01,,,Steady-State Additive,0.001,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,PM,steady_state,0.0,0.001,0.01,,,Transient Additive,0.001,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,CO2,steady_state,444.0,444.1,,468.0,454.0,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,CO2,steady_state,444.0,444.1,,468.0,454.0,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,CO,steady_state,0.1,0.0,15.5,,,Steady-State Additive,0.14,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,CO,steady_state,0.1,0.0,15.5,,,Transient Additive,0.14,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,CH4,steady_state,0.02,0.003,,,,Steady-State Additive,0.02,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,CH4,steady_state,0.02,0.003,,,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,NOx,steady_state,0.12,0.055,0.2,0.19,,Steady-State Additive,0.067,g/bhp-hr
