panel,model_year,engine_family,engine_code,engine_test_model,pollutant,test_type,cert_result,adj_result,standard,fel,fcl,df_type,df_value,units
highway,2026,TAGIE06.0CNG,6LCNG,6.0L 2V CNG,CO2,transient,539.0,539.2,,555.0,539.0,,,g/bhp-hr
highway,2026,TAGIE06.0CNG,6LCNG,6.0L 2V CNG,CO,transient,4.0,4.04,14.4,,,,,g/bhp-hr
highway,2026,TAGIE06.0CNG,6LCNG,6.0L 2V CNG,HCHO,transient,0.0,0.0,,,,,,g/bhp-hr
highway,2026,TAGIE06.0CNG,6LCNG,6.0L 2V CNG,CH4,transient,0.16,0.159,,,,,,g/bhp-hr
highway,2026,TAGIE06.0CNG,6LCNG,6.0L 2V CNG,NOx,transient,0.01,0.006,0.2,0.01,,,,g/bhp-hr
highway,2026,TAGIE06.0CNG,6LCNG,6.0L 2V CNG,N2O,transient,0.02,0.018000000000000002,,,,,,g/bhp-hr
highway,2026,TAGIE06.0CNG,6LCNG,6.0L 2V CNG,NMHC,transient,0.0,0.003,0.14,0.0,,,,g/bhp-hr
highway,2026,TAGIE06.0CNG,6LCNG,6.0L 2V CNG,PM,transient,0.0,0.005,0.01,0.0,,,,g/bhp-hr
highway,2026,TBAFE06.6BNG,MISUZ-1,HDE-6.6L,CO2,transient,,,,646.0,,Transient Additive,0.0,g/bhp-hr
highway,2026,TBAFE06.6BNG,MISUZ-1,HDE-6.6L,CO,transient,1.7,1.07,14.4,,,Transient Multiplicative,1.6,g/bhp-hr
highway,2026,TBAFE06.6BNG,MISUZ-1,HDE-6.6L,CH4,transient,,,,0.06,,Transient Additive,0.02,g/bhp-hr
highway,2026,TBAFE06.6BNG,MISUZ-1,HDE-6.6L,NOx,transient,0.06,0.043000000000000003,0.2,,,Transient Multiplicative,1.3,g/bhp-hr
highway,2026,TBAFE06.6BNG,MISUZ-1,HDE-6.6L,N2O,transient,,,,0.05,,Transient Additive,0.02,g/bhp-hr
highway,2026,TBAFE06.6BNG,MISUZ-1,HDE-6.6L,NMHC,transient,0.09,0.045000000000000005,0.14,,,Transient Multiplicative,1.9000000000000001,g/bhp-hr
highway,2026,TBAFE07.3BNG,LC2E-K,EF-7.3L,CO2,transient,,,,646.0,,Transient Additive,0.0,g/bhp-hr
highway,2026,TBAFE07.3BNG,LC2E-K,EF-7.3L,CO,transient,4.4,2.75,,8.2,,Transient Multiplicative,1.6,g/bhp-hr
highway,2026,TBAFE07.3BNG,LC2E-K,EF-7.3L,CH4,transient,,,,0.4,,Transient Additive,0.02,g/bhp-hr
highway,2026,TBAFE07.3BNG,LC2E-K,EF-7.3L,NOx,transient,0.07,0.053000000000000005,,0.1,,Transient Multiplicative,1.3,g/bhp-hr
highway,2026,TBAFE07.3BNG,LC2E-K,EF-7.3L,N2O,transient,,,,0.05,,Transient Additive,0.02,g/bhp-hr
highway,2026,TBAFE07.3BNG,LC2E-K,EF-7.3L,NMHC,transient,0.01,0.003,,0.07,,Transient Multiplicative,1.9000000000000001,g/bhp-hr
highway,2026,TBAFE07.3BW7,BAD_7.3,EF-7.3L,CO,transient,1.5,0.93,14.4,,,Transient Multiplicative,1.6,g/bhp-hr
highway,2026,TBAFE07.3BW7,BAD_7.3,EF-7.3L,NOx,transient,0.02,0.017,,0.06,,Transient Multiplicative,1.3,g/bhp-hr
highway,2026,TBAFE07.3BW7,BAD_7.3,EF-7.3L,NMHC,transient,0.0,0.0,0.14,,,Transient Multiplicative,1.9000000000000001,g/bhp-hr
highway,2026,TBAFE07.3BWS,BAD_7.3,EF-7.3L,CO,transient,1.5,0.93,14.4,,,Transient Multiplicative,1.6,g/bhp-hr
highway,2026,TBAFE07.3BWS,BAD_7.3,EF-7.3L,NOx,transient,0.02,0.017,,0.06,,Transient Multiplicative,1.3,g/bhp-hr
highway,2026,TBAFE07.3BWS,BAD_7.3,EF-7.3L,NMHC,transient,0.0,0.0,0.14,,,Transient Multiplicative,1.9000000000000001,g/bhp-hr
highway,2026,TBLME06.6001,MISUZ-1,GMHDE-6.6001,CO,transient,2.1,1.33,14.4,,,,,g/bhp-hr
highway,2026,TBLME06.6001,MISUZ-1,GMHDE-6.6001,NOx,transient,0.05,0.036000000000000004,0.2,,,,,g/bhp-hr
highway,2026,TBLME06.6001,MISUZ-1,GMHDE-6.6001,NMHC,transient,0.08,0.04,0.14,,,,,g/bhp-hr
highway,2026,TCEXE0408BEA,BG1,B6.7O 300,CO2,transient,590.0,589.6,,623.0,605.0,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXE0408BEA,BG1,B6.7O 300,CO,transient,2.8000000000000003,2.2,14.4,,,Transient Additive,0.5700000000000001,g/bhp-hr
highway,2026,TCEXE0408BEA,BG1,B6.7O 300,CH4,transient,0.03,0.014,0.1,0.1,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXE0408BEA,BG1,B6.7O 300,NOx,transient,0.02,0.008,0.2,0.03,,Transient Additive,0.0173,g/bhp-hr
highway,2026,TCEXE0408BEA,BG1,B6.7O 300,N2O,transient,0.02,0.0,0.1,0.1,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXE0408BEA,BG1,B6.7O 300,NMHC,transient,0.03,0.014,0.14,,,Transient Additive,0.012700000000000001,g/bhp-hr
highway,2026,TCEXE0408BEA,BG1,B6.7O 300,PM,transient,0.0,0.003,0.01,,,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXE0408BEA,BG1,B6.7O 300,CO2,transient,588.0,588.3000000000001,,623.0,605.0,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXE0408BEA,BG1,B6.7O 300,CO,transient,2.8000000000000003,2.2,14.4,,,Transient Additive,0.5700000000000001,g/bhp-hr
highway,2026,TCEXE0408BEA,BG1,B6.7O 300,CH4,transient,0.03,0.013000000000000001,0.1,0.1,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXE0408BEA,BG1,B6.7O 300,NOx,transient,0.02,0.007,0.2,0.03,,Transient Additive,0.0173,g/bhp-hr
highway,2026,TCEXE0408BEA,BG1,B6.7O 300,N2O,transient,0.02,0.0,0.1,0.1,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXE0408BEA,BG1,B6.7O 300,NMHC,transient,0.02,0.011000000000000001,0.14,,,Transient Additive,0.012700000000000001,g/bhp-hr
highway,2026,TCEXE0408BEA,BG1,B6.7O 300,PM,transient,0.0,0.002,0.01,,,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0408BCA,BM1,B6.7 360,CO2,transient,525.0,525.1,,552.0,536.0,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM1,B6.7 360,CO,transient,0.0,0.02,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM1,B6.7 360,CH4,transient,0.0,0.003,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM1,B6.7 360,NOx,transient,0.11,0.095,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM1,B6.7 360,N2O,transient,0.08,0.075,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM1,B6.7 360,NMHC,transient,0.02,0.008,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM1,B6.7 360,PM,transient,0.0,0.003,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM3,B6.7 325,CO2,transient,525.0,525.1,,552.0,536.0,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM3,B6.7 325,CO,transient,0.0,0.02,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM3,B6.7 325,CH4,transient,0.0,0.003,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM3,B6.7 325,NOx,transient,0.11,0.095,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM3,B6.7 325,N2O,transient,0.08,0.075,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM3,B6.7 325,NMHC,transient,0.02,0.008,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0408BCA,BM3,B6.7 325,PM,transient,0.0,0.003,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0408BCB,BMH2,B6.7 280H,CO2,transient,559.0,559.2,,592.0,575.0,,,g/bhp-hr
highway,2026,TCEXH0408BCB,BMH2,B6.7 280H,CO,transient,0.0,0.03,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0408BCB,BMH2,B6.7 280H,CH4,transient,0.01,0.005,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0408BCB,BMH2,B6.7 280H,NOx,transient,0.15,0.138,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0408BCB,BMH2,B6.7 280H,N2O,transient,0.09,0.083,0.1,0.12,,,,g/bhp-hr
highway,2026,TCEXH0408BCB,BMH2,B6.7 280H,NMHC,transient,0.02,0.013000000000000001,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0408BCB,BMH2,B6.7 280H,PM,transient,0.0,0.004,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,CO2,transient,549.0,546.7,,565.0,549.0,Transient Additive,2.5,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,CO,transient,0.0,0.03,15.5,,,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,CO,transient,0.0,0.03,15.5,,,Transient Additive,0.0188,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,CH4,transient,0.0,0.002,0.1,0.1,,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,NOx,transient,0.04,0.017,0.2,0.05,,Steady-State Additive,0.027800000000000002,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,NOx,transient,0.04,0.017,0.2,0.05,,Transient Additive,0.0234,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,N2O,transient,0.1,0.042,0.1,0.11,,Transient Additive,0.063,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,NMHC,transient,0.0,0.001,0.14,,,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,NMHC,transient,0.0,0.001,0.14,,,Transient Additive,0.0017000000000000001,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,PM,transient,0.0,0.001,0.01,,,Steady-State Additive,0.0004,g/bhp-hr
highway,2026,TCEXH0408BCC,BCCM1,B6.7 360,PM,transient,0.0,0.001,0.01,,,Transient Additive,0.0001,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,CO2,transient,549.0,546.7,,565.0,549.0,Transient Additive,2.5,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,CO,transient,0.0,0.03,15.5,,,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,CO,transient,0.0,0.03,15.5,,,Transient Additive,0.0188,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,CH4,transient,0.0,0.002,0.1,0.1,,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,NOx,transient,0.04,0.017,0.2,0.05,,Steady-State Additive,0.027800000000000002,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,NOx,transient,0.04,0.017,0.2,0.05,,Transient Additive,0.0234,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,N2O,transient,0.1,0.042,0.1,0.11,,Transient Additive,0.063,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,NMHC,transient,0.0,0.001,0.14,,,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,NMHC,transient,0.0,0.001,0.14,,,Transient Additive,0.0017000000000000001,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,PM,transient,0.0,0.001,0.01,,,Steady-State Additive,0.0004,g/bhp-hr
highway,2026,TCEXH0408BCD,BCDM1,B6.7 360,PM,transient,0.0,0.001,0.01,,,Transient Additive,0.0001,g/bhp-hr
highway,2026,TCEXH0408BCF,BM1,B6.7 360,CO2,transient,525.0,525.1,,552.0,536.0,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM1,B6.7 360,CO,transient,0.0,0.02,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM1,B6.7 360,CH4,transient,0.0,0.003,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM1,B6.7 360,NOx,transient,0.11,0.095,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM1,B6.7 360,N2O,transient,0.08,0.075,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM1,B6.7 360,NMHC,transient,0.02,0.008,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM1,B6.7 360,PM,transient,0.0,0.003,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM3,B6.7 325,CO2,transient,525.0,525.1,,552.0,536.0,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM3,B6.7 325,CO,transient,0.0,0.02,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM3,B6.7 325,CH4,transient,0.0,0.003,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM3,B6.7 325,NOx,transient,0.11,0.095,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM3,B6.7 325,N2O,transient,0.08,0.075,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM3,B6.7 325,NMHC,transient,0.02,0.008,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0408BCF,BM3,B6.7 325,PM,transient,0.0,0.003,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0408BDA,BM1,B6.7N 240,CO2,transient,508.0,507.8,,556.0,540.0,,,g/bhp-hr
highway,2026,TCEXH0408BDA,BM1,B6.7N 240,CO,transient,1.5,0.9500000000000001,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0408BDA,BM1,B6.7N 240,CH4,transient,0.19,0.17,0.1,0.5,,,,g/bhp-hr
highway,2026,TCEXH0408BDA,BM1,B6.7N 240,NOx,transient,0.01,0.01,0.2,0.02,,,,g/bhp-hr
highway,2026,TCEXH0408BDA,BM1,B6.7N 240,N2O,transient,0.02,0.001,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0408BDA,BM1,B6.7N 240,NMHC,transient,0.03,0.017,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0408BDA,BM1,B6.7N 240,PM,transient,0.0,0.001,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0540LCA,LM3,L9 380,CO2,transient,523.0,522.8,,541.0,525.0,,,g/bhp-hr
highway,2026,TCEXH0540LCA,LM3,L9 380,CO,transient,0.1,0.09,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0540LCA,LM3,L9 380,CH4,transient,0.0,0.0,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0540LCA,LM3,L9 380,NOx,transient,0.08,0.075,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0540LCA,LM3,L9 380,N2O,transient,0.15,0.14,0.1,0.15,,,,g/bhp-hr
highway,2026,TCEXH0540LCA,LM3,L9 380,NMHC,transient,0.02,0.006,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0540LCA,LM3,L9 380,PM,transient,0.0,0.004,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0540LCC,LUB1,L9 350,CO2,transient,503.0,502.6,,527.0,512.0,,,g/bhp-hr
highway,2026,TCEXH0540LCC,LUB1,L9 350,CO,transient,0.3,0.15,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0540LCC,LUB1,L9 350,CH4,transient,0.0,0.002,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0540LCC,LUB1,L9 350,NOx,transient,0.15,0.152,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0540LCC,LUB1,L9 350,N2O,transient,0.17,0.166,0.1,0.18,,,,g/bhp-hr
highway,2026,TCEXH0540LCC,LUB1,L9 350,NMHC,transient,0.0,0.003,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0540LCC,LUB1,L9 350,PM,transient,0.0,0.004,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0540LCD,LM3,L9 380,CO2,transient,523.0,522.8,,541.0,525.0,,,g/bhp-hr
highway,2026,TCEXH0540LCD,LM3,L9 380,CO,transient,0.1,0.09,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0540LCD,LM3,L9 380,CH4,transient,0.0,0.0,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0540LCD,LM3,L9 380,NOx,transient,0.08,0.075,0.2,0.2,,,,g/bhp-hr
highway,2026,TCEXH0540LCD,LM3,L9 380,N2O,transient,0.15,0.14,0.1,0.15,,,,g/bhp-hr
highway,2026,TCEXH0540LCD,LM3,L9 380,NMHC,transient,0.02,0.006,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0540LCD,LM3,L9 380,PM,transient,0.0,0.004,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,CO2,transient,465.0,465.2,,500.0,485.0,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,CO,transient,1.5,0.92,15.5,,,Steady-State Multiplicative,1.6,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,CO,transient,1.5,0.92,15.5,,,Transient Multiplicative,1.6,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,CH4,transient,0.56,0.54,0.1,0.65,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,NOx,transient,0.01,0.008,0.2,0.03,,Steady-State Multiplicative,1.3,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,NOx,transient,0.01,0.008,0.2,0.03,,Transient Multiplicative,1.3,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,N2O,transient,0.02,0.003,0.1,0.1,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,NMHC,transient,0.01,0.006,0.14,,,Steady-State Multiplicative,2.0,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,NMHC,transient,0.01,0.006,0.14,,,Transient Multiplicative,2.0,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,PM,transient,0.0,0.001,0.01,,,Steady-State Multiplicative,1.6,g/bhp-hr
highway,2026,TCEXH0540LDC,LH1,L9N 320,PM,transient,0.0,0.001,0.01,,,Transient Multiplicative,1.6,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,CO2,transient,505.0,505.40000000000003,,526.0,511.0,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,CO2,transient,505.0,505.40000000000003,,526.0,511.0,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,CO,transient,0.2,0.01,15.5,,,Steady-State Additive,0.14,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,CO,transient,0.2,0.01,15.5,,,Transient Additive,0.14,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,CH4,transient,0.02,0.002,0.1,0.1,,Steady-State Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,CH4,transient,0.02,0.002,0.1,0.1,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,NOx,transient,0.13,0.064,0.2,,,Steady-State Additive,0.067,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,NOx,transient,0.13,0.064,0.2,,,Transient Additive,0.067,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,N2O,transient,0.08,0.061000000000000006,0.1,0.1,,Steady-State Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,N2O,transient,0.08,0.061000000000000006,0.1,0.1,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,NMHC,transient,0.01,0.006,0.14,,,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,NMHC,transient,0.01,0.006,0.14,,,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,PM,transient,0.0,0.001,0.01,,,Steady-State Additive,0.001,g/bhp-hr
highway,2026,TCEXH0721XCA,XH27,X12 500,PM,transient,0.0,0.001,0.01,,,Transient Additive,0.001,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,CO2,transient,505.0,505.40000000000003,,526.0,511.0,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,CO2,transient,505.0,505.40000000000003,,526.0,511.0,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,CO,transient,0.2,0.01,15.5,,,Steady-State Additive,0.14,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,CO,transient,0.2,0.01,15.5,,,Transient Additive,0.14,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,CH4,transient,0.02,0.002,0.1,0.1,,Steady-State Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,CH4,transient,0.02,0.002,0.1,0.1,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,NOx,transient,0.13,0.064,0.2,0.18,,Steady-State Additive,0.067,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,NOx,transient,0.13,0.064,0.2,0.18,,Transient Additive,0.067,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,N2O,transient,0.08,0.061000000000000006,0.1,0.1,,Steady-State Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,N2O,transient,0.08,0.061000000000000006,0.1,0.1,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,NMHC,transient,0.01,0.006,0.14,,,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,NMHC,transient,0.01,0.006,0.14,,,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,PM,transient,0.0,0.001,0.01,,,Steady-State Additive,0.001,g/bhp-hr
highway,2026,TCEXH0721XCB,XH27,X12 500,PM,transient,0.0,0.001,0.01,,,Transient Additive,0.001,g/bhp-hr
highway,2026,TCEXH0729XDA,XH1,ISX12N 400,CO2,transient,502.0,501.6,,531.0,516.0,,,g/bhp-hr
highway,2026,TCEXH0729XDA,XH1,ISX12N 400,CO,transient,1.5,0.9400000000000001,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0729XDA,XH1,ISX12N 400,CH4,transient,0.19,0.169,0.1,0.5,,,,g/bhp-hr
highway,2026,TCEXH0729XDA,XH1,ISX12N 400,NOx,transient,0.01,0.01,0.2,0.02,,,,g/bhp-hr
highway,2026,TCEXH0729XDA,XH1,ISX12N 400,N2O,transient,0.02,0.001,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0729XDA,XH1,ISX12N 400,NMHC,transient,0.01,0.004,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0729XDA,XH1,ISX12N 400,PM,transient,0.01,0.004,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0886XDA,XH18,X15N 500,CO2,transient,464.0,463.7,,489.0,475.0,,,g/bhp-hr
highway,2026,TCEXH0886XDA,XH18,X15N 500,CO,transient,3.0,1.9000000000000001,15.5,,,,,g/bhp-hr
highway,2026,TCEXH0886XDA,XH18,X15N 500,CH4,transient,0.14,0.12300000000000001,0.1,0.4,,,,g/bhp-hr
highway,2026,TCEXH0886XDA,XH18,X15N 500,NOx,transient,0.02,0.014,0.2,0.05,,,,g/bhp-hr
highway,2026,TCEXH0886XDA,XH18,X15N 500,N2O,transient,0.02,0.003,0.1,0.1,,,,g/bhp-hr
highway,2026,TCEXH0886XDA,XH18,X15N 500,NMHC,transient,0.01,0.006,0.14,,,,,g/bhp-hr
highway,2026,TCEXH0886XDA,XH18,X15N 500,PM,transient,0.0,0.001,0.01,,,,,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,CO2,transient,498.0,498.0,,519.0,504.0,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,CO2,transient,498.0,498.0,,519.0,504.0,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,CO,transient,0.2,0.01,15.5,,,Steady-State Additive,0.14,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,CO,transient,0.2,0.01,15.5,,,Transient Additive,0.14,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,CH4,transient,0.02,0.002,0.1,0.1,,Steady-State Additive,0.02,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,CH4,transient,0.02,0.002,0.1,0.1,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,NOx,transient,0.15,0.082,0.2,0.18,,Steady-State Additive,0.067,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,NOx,transient,0.15,0.082,0.2,0.18,,Transient Additive,0.067,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,N2O,transient,0.06,0.043000000000000003,0.1,0.1,,Steady-State Additive,0.02,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,N2O,transient,0.06,0.043000000000000003,0.1,0.1,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,NMHC,transient,0.01,0.006,0.14,,,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,NMHC,transient,0.01,0.006,0.14,,,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,PM,transient,0.0,0.002,0.01,,,Steady-State Additive,0.001,g/bhp-hr
highway,2026,TCEXH0912XEA,XH18,X15 500,PM,transient,0.0,0.002,0.01,,,Transient Additive,0.001,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,CO2,transient,498.0,498.3,,529.0,514.0,Steady-State Additive,0.0,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,CO2,transient,498.0,498.3,,529.0,514.0,Transient Additive,0.0,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,CO,transient,0.2,0.03,15.5,,,Steady-State Additive,0.14,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,CO,transient,0.2,0.03,15.5,,,Transient Additive,0.14,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,CH4,transient,0.02,0.0,0.1,0.1,,Steady-State Additive,0.02,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,CH4,transient,0.02,0.0,0.1,0.1,,Transient Additive,0.02,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,NOx,transient,0.14,0.069,0.2,0.19,,Steady-State Additive,0.067,g/bhp-hr
highway,2026,TCEXH0912XEB,XH6,X15 565,NOx,transient,0.14,0.069,0.2,0.19,,Transient Additive,0.067,g/bhp-hr
