panel,model_year,engine_family,engine_model,engine_code,displacement_l,certification_fuel,engine_operation,test_procedure,test_procedure_type
nonroad,2013,DDZXL02.9016,TCD2.9L4,C4DI55C,2.9250000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,EMMLL02.7C40,CE-40,CE-40,2.7310000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2013,DCPXL15.2HTF,C15,CERT TEST 1,15.213000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,EDZXL07.8046,D8J,CFVI210,7.755000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2013,DCPXL27.0HXF,C27,CERT TEST 1,27.037000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FYDXL0.99NWA,,,,,,,
nonroad,2015,FYDXL1.27NWA,,,,,,,
nonroad,2014,EKLXL06.7AAM,SAA6D107E-3,4958:FR5C01,6.69,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,EKLXL06.7AAM,SAA6D107E-3,4958:FR94557,6.69,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,EH3XL2.22NLT,GP45/1800,404D-22T,2.217,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2014,EH3XL2.22N4T,GP60B/2800,404D-22T,2.217,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2014,EDZXL04.1013,TCD4.1L4,C4FI115D,4.038,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,EMVXL65.4BBB,S16R-PTAW2,S16R-Y2PTAW2-A,65.37,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2013,DCPXL18.1NZS,C18,CERT TEST 1,18.131,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2014,EJDXL09.0114,,,,,,,
nonroad,2014,EHZXL.517M51,1B50 T / U / V / W,ts-B50-3000,0.516,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2014,ECPXL08.8NZS,C9,CERT TEST 1,8.808,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2014,EDZXL04.8029,TCD2013L04 2V,D3UC100,4.764,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2014,EDZXL07.1026,TAD751GE,D3UC151,7.1450000000000005,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2013,DPKXL7.01BL1,3764/2200,1,7.014,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,EY9XL16.4DBA,DC16 085A,2 257 387,16.353,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,EKMCL1.72AN3,A1700N3,A1700N3,1.715,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,EH3XL2.22TF3,404F-22T,EP49/2600B,2.217,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FFPXL04.5DTD,F4CE9454H*J,F4CE9454H*J,4.485,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FFPXL08.7TR3,F2CE9684F*E,F2CE9684F*E,8.709,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FFPXL03.4CDC,F5DFL414A*E,F5DFL414A*E,3.387,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,EYDXL1.64NGA,4HNGPM,,1.6420000000000001,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2014,EY9XL09.3DAA,DC09 086A,2 133 497,9.291,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,EMVXL49.0BBA,S12R-PTAW,S12R-Y2PTAW-1,49.028000000000006,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2014,EH3XL2.22CN3,50D/2800,N844L-D,2.217,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2014,EH3XL2.22CN4,GP60B/2800,404D-22T,2.217,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2014,EDICL01.8LEA,D18NAP,DL01-LEL00,1.794,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FKLXL06.7AAM,SAA6D107E-3-B,4458:FR94557,6.69,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FCPXL15.2NYS,C15,CERT TEST 2,15.213000000000001,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FPKXL04.4NM1,3058/2200,1,4.399,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FPKXL04.4NL1,3066/2200,1,4.399,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FPKXL04.4NL1,3454/1800,1,4.399,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FPKXL04.4NJ1,3362/1800,1,4.399,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FPKXL04.4NH1,3337/2200,1,4.399,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FFPXL08.7CLA,F2CFE614A*B,F2CFE614A*B,8.709,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FJDXL02.9121,,,,,,,
nonroad,2015,FH3XL2.22L84,45D/2600,N844L-D,2.217,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FH3XL2.22N4T,GP60B/2800,404D-22T,2.217,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FH3XL1.49F2C,N843-F,N315-18C,1.496,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2014,EJDXL02.9121,,,,,,,
nonroad,2014,EMVXL02.2AAA,D03CJ-TAA,3CJ-TAY431IA,1.6560000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FTIEL03.01KD,KD1,,2.982,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FFPXL03.4FSD,F5GFL414J*B,F5GFL414J*B,3.387,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FKHXL.34935D,KD350/D,,0.34900000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FKHXL1.259LD,9LD625/2,,1.248,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FKHXL2.48ESM,KD2504ESM,,2.482,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2014,ECPXL18.1HZA,C18,CERT TEST 1,18.131,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,ECPXL18.1HXF,C18,CERT TEST 1,18.131,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FMMLL02.7C42,CE-42,CE-42,2.7310000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FMMLL02.7C40,CE-40,CE-40,2.7310000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FVPXL16.1ADA,TAD1651GE,1,16.123,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FVPXL16.1ACG,TAD1643VE,1,16.123,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FKBXL.719KCB,,,,,,,
nonroad,2015,FKBXL.898KCB,,,,,,,
nonroad,2015,FKBXL01.5BCC,,,,,,,
nonroad,2016,GKBXL01.1DCB,,,,,,,
nonroad,2014,EJDXL09.0301,6090,6090HPRNT4,8.924000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,EJCBL04.4TA5,,,,,,,
nonroad,2015,FKMCL1.17A33,A1100N1,,1.175,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FFPXL03.4ESD,F5GFL413E*B,F5GFL413E*B,3.387,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FPKXL06.6PJ2,2660/1800,1,6.598000000000001,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2014,EH3XL2.22TDI,,,,,,,
nonroad,2014,EMDDL57.2XTC,12V 4000 T94,7242,57.199000000000005,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FKBXL02.6END,,,,,,,
nonroad,2015,FYDXL2.09HDA,,,,,,,
nonroad,2015,FYDXL3.32NDB,,,,,,,
nonroad,2014,EVPXL10.8CJA,TAD1172 VE,3,10.837,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FHZXL.997M40,2G40 / 2G40H,ts-2G40-IFN-3000,0.997,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2014,ECPXL09.3HPA,C9.3,CERT TEST 1,9.286,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FDCLL02.4F7T,,,,,,,
nonroad,2015,FMVXL03.3AAJ,S4S-DTB,S4S-Y3DT61SD,3.3000000000000003,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2014,ECPXL27.0HZA,C27,CERT TEST 1,27.037000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,ECPXL27.0HXF,C27,CERT TEST 2,27.037000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,EYDXL1.57TDA,,,,,,,
nonroad,2015,FDCLL01.8F7D,3F183,3009/2600,1.826,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FMBXL04.8RJC,OM924LA,OM924LA.E3A/3,4.801,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FDZXL03.6018,TD3.6L4,C4DI55F,3.621,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FFPXL03.4ADD,F5HFL413B*A,F5HFL413B*A,3.387,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FCPXL18.1NYS,C18,CERT TEST 2,18.131,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FKMCL1.72A31,A1700N3,A1700N3,1.715,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FKHXL2.48EST,KDI 2504TM/G18,,2.482,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FKHXL3.36EST,KDI 3404TM/G18,,3.359,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FH3XL2.22AB6,GP45/1800,404D-22T,2.217,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FJDXL04.5214,,,,,,,
nonroad,2016,GFPXL04.5DTD,F4CE9454H*J,F4CE9454H*J,4.485,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FH3XL2.22TD3,4LT362800,N4LDI-T,2.217,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FVWXL02.0CPY,2.0L TDI,CPYA,1.9680000000000002,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FCEXL03.3ACK,QSB3.3,FR30231,3.261,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FDZXL03.6060,TCD3.6L4,CFXI100D,3.621,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FDZXL07.1032,TCD2013L06 4V,D3CC250,7.1450000000000005,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FVPXL16.1CDC,TWD1673GE,1,16.123,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GCPXL15.2NYS,C15,CERT TEST 2,15.213000000000001,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FPKXL7.01BL1,3730/1800,1,7.014,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GYDXL3.32C4T,,,,,,,
nonroad,2016,GKLXL15.2EDC,SAA6D140E-7,5C01,15.24,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GVPXL16.1ADA,TAD1651GE,1,16.123,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GKLXL06.7AAM,SAA6D107E-3-B,4458:FR94557,6.69,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FLHAL24.2VZC,,,,,,,
nonroad,2016,GFPXL06.7SCB,F4DFE6138*A,F4DFE6138*A,6.728000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GPKXL04.4NL1,1104D-44T(C4.4),PARENT-3454/1800,4.399,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GMVXL01.3EEE,S3L2,S3L2-G2500,1.3190000000000002,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GKBXL03.6BAC,V3600-T-BG-ET,V3600-T-BG-ET01,3.621,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GKBXL.325KCB,,,,,,,
nonroad,2016,GKBXL.719KCC,,,,,,,
nonroad,2016,GKBXL.898KCB,,,,,,,
nonroad,2016,GKBXL01.5BCC,,,,,,,
nonroad,2016,GKBXL02.4EKD,,,,,,,
nonroad,2016,GKBXL02.6GND,,,,,,,
nonroad,2016,GKBXL03.8CKD,,,,,,,
nonroad,2016,GH3XL2.22NLT,GP45/1800,404D-22T,2.217,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GH3XL2.22TCC,GR49/1800C,404D-22TA,2.217,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GH3XL2.22TIC,GR66/2800,404D-22TA,2.217,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FCPXL78.1NSF,3516C,CERT 2,78.081,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GKHXL3.36TCR,KDI 3404TCR/22C,,3.359,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FH3XL1.49F2V,403F-15,EK25-2100,1.496,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GTIEL01.81ZS,ZS1,,1.7950000000000002,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GCPXL7.01HPF,C7.1,CERT TEST 1,7.014,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GMMLL02.7C38,CE-38,CE-38,2.7310000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FPKXL04.4MT1,1204F-E44TAN(C4.4),PARENT4074/2200,4.399,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FPKXL04.4NR1,1104D-E44TA(C4.4),PARENT-4154/2200,4.399,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GMMLL02.6N67,VNE367,VNE367,2.649,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FPKXL07.0BN1,1206F-E70TTA(C7.1),PARENT-4346/2200,7.014,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FMDDL21.0XWM,12V1600C70,7270,21.042,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GYDXL1.27NUA,,,,,,,
nonroad,2015,FVSXL10.8T4F,D11L,11-17,10.837,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FDZXL06.1049,TCD6.1L6,CFWT174U,6.057,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GLGCL01.9L3C,L3C19-T3,L3C19-T3,1.879,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FJDXL13.5310,6135,6135HPRNT3,13.548,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FCPXL32.0HXF,C32,CERT TEST 1,32.101,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GH3XL2.22ABT,GP60B/2800,404D-22T,2.217,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GCEXL0540AAB,QSL,8548:FR91672,8.88,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FYDXL1.64NDA,,,,,,,
nonroad,2015,FJDXL06.8302,,,,,,,
nonroad,2016,GCEXL023.AAB,QSK23-G9 NR2,CPL3083FR50063,23.152,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GYDXL1.64NMA,,,,,,,
nonroad,2016,GYDXL1.50L3T,,,,,,,
nonroad,2015,FCPXL18.1HTF,C18,CERT TEST 1,18.131,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FDZXL07.8046,D8J,CFVI210,7.755000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GKMCL2.29A41,A2300T3,A2300T3,2.287,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GHZXL3.43V43,4M43Z,vs-4M43Z-3150,3.4320000000000004,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GDZXL06.1059,TCD6.1L6,CFVI129A,6.057,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GJCBL04.8S12,,,,,,,
nonroad,2016,GPKXL07.0PW2,1106D-E70TA(C7.1),PARENT-4324/2200,7.014,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GDZXL04.8029,TCD2013L04 2V,D3UC100,4.764,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GSIDL16.8H6C,168AWF.1022,1,16.838,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GMMLL02.7C33,CE-33,CE-33,2.7310000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GMNBL24.2OR4,D2862,LE131,24.243000000000002,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GVPXL10.8CJA,TAD1172 VE,3,10.837,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HFPXL06.7DGB,F4GE9685A*J,F4GE9685A*J,6.728000000000001,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FMDDL40.1GNR,16V2000G86S,7289,35.727000000000004,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GCPXL08.8NZS,C9,CERT TEST 2,8.808,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GCPXL08.8NZS,C9,CERT TEST 1,8.808,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FPEXL01.6DV6,DV6NRGS,10WARN,1.56,7-15 ppm Ultra Low Sulfur Diesel,Transportation Refrigeration Unit Cycle, Transportation Refrigeration Unit Cycle,Discrete-Modal Testing
nonroad,2016,GJDXL06.8210,,,,,,,
nonroad,2016,GYDXL3.32NDA,4TNMPC,,3.319,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,EPEXL01.6DV6,DV6NRAF,10WARA,1.56,7-15 ppm Ultra Low Sulfur Diesel,Transportation Refrigeration Unit Cycle, Transportation Refrigeration Unit Cycle,Discrete-Modal Testing
nonroad,2016,GVPXL07.7CJA,TAD873 VE,4,7.698,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HSZXL02.2VTK,KV-4LE1T,4LE1TCVKA-01,2.2,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HSZXL03.0JXK,KJ-4JJ1X,4JJ1XDJKA-01,3.0,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GMDDL21.0XWM,12V1600C70,7270,21.042,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HCPXL15.2NYS,C15,CERT TEST 2,15.213000000000001,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HYDXL0.99NWB,4PNNPA,,0.993,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HNFXL03.0DD2,ZD30,ZD30K04N,2.9530000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GPKXL7.01BL1,1206E-E70TTA(C7.1),PARENT-3730/1800,7.014,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HJDXL04.5141,,,,,,,
